Vulnerability,Package Name,Details Page,CVE,POC Available,Affected Version,Github Link
Arbitrary Code Execution,jingo,https://security.snyk.io/vuln/SNYK-JS-JINGO-595966,,False,<1.9.6 ,https://github.com/claudioc/jingo/commit/6d4738c1aba892c372c4d0628a8a0a1d237ec95d
Prototype Pollution,fast-json-patch,https://security.snyk.io/vuln/SNYK-JS-FASTJSONPATCH-595663,,False,<2.2.1 ,https://github.com/Starcounter-Jack/JSON-Patch/pull/219/commits/dd5d353f5d65888aeac91359484a73f0e2a9e5bd
Regular Expression Denial of Service (ReDoS),marked,https://security.snyk.io/vuln/SNYK-JS-MARKED-584281,,False,<1.1.1 ,https://github.com/markedjs/marked/commit/bd4f8c464befad2b304d51e33e89e567326e62e0
Prototype Pollution,typeorm,https://security.snyk.io/vuln/SNYK-JS-TYPEORM-590152,CVE-2020-8158,False,<0.2.25 ,n/a
Insufficiently Protected Credentials,parse,https://security.snyk.io/vuln/SNYK-JS-PARSE-590110,,True,<2.10.0 ,n/a
Command Injection,diskstats,https://security.snyk.io/vuln/SNYK-JS-DISKSTATS-590099,,True,<0.1.0 ,https://github.com/PhilipSkinner/diskstats/commit/5631570fcaea48e9e86735c7e68757aa3c44e106
Command Injection,xps,https://security.snyk.io/vuln/SNYK-JS-XPS-590098,,True,<1.0.3 ,https://github.com/sorellabs/xps/commit/768481146b8ead3811310eecc0f56e2d107cb740
Access Restriction Bypass,parse-server,https://security.snyk.io/vuln/SNYK-JS-PARSESERVER-590063,CVE-2020-15126,False,>=3.5.0 <4.3.0 ,https://github.com/parse-community/parse-server/commit/78239ac9071167fdf243c55ae4bc9a2c0b0d89aa
Command Injection,mock2easy,https://security.snyk.io/vuln/SNYK-JS-MOCK2EASY-572312,CVE-2020-7697,False,* ,n/a
Denial of Service (DoS),sails-hook-sockets,https://security.snyk.io/vuln/SNYK-JS-SAILSHOOKSOCKETS-589929,CVE-2018-21036,False,<1.5.5 ,https://github.com/balderdashy/sails-hook-sockets/commit/0533a4864b1920fd8fbb5287bc0889193c5faf44
Command Injection,codecov,https://security.snyk.io/vuln/SNYK-JS-CODECOV-585979,CVE-2020-15123,False,<3.7.1 ,https://github.com/codecov/codecov-node/commit/c0711c656686e902af2cd92d6aecc8074de4d83d
Cross-site Request Forgery (CSRF),express-cart,https://security.snyk.io/vuln/SNYK-JS-EXPRESSCART-585983,,True,* ,https://github.com/mrvautin/expressCart/commit/cd3ba1bc609c2f2946bfbc7ee2fccf3483eb71fb
Prototype Pollution,i18next,https://security.snyk.io/vuln/SNYK-JS-I18NEXT-585930,,True,<19.8.3 ,https://github.com/i18next/i18next/commit/ed6169fa21b67d8e73b20d82579aff6f9b808a69
Prototype Pollution,fine-uploader,https://security.snyk.io/vuln/SNYK-JS-FINEUPLOADER-585902,,True,* ,n/a
Regular Expression Denial of Service (ReDoS),xlsx,https://security.snyk.io/vuln/SNYK-JS-XLSX-585898,,False,<0.16.0 ,https://github.com/SheetJS/sheetjs/commit/257d4e6db2444ce1a0be814c1c352423f4aba7b5
Cross-site Scripting (XSS),jquery-form,https://security.snyk.io/vuln/SNYK-JS-JQUERYFORM-574783,,False,* ,n/a
Prototype Pollution,ajv,https://security.snyk.io/vuln/SNYK-JS-AJV-584908,CVE-2020-15366,False,<6.12.3 ,n/a
Insecure Defaults,tmi.js,https://security.snyk.io/vuln/SNYK-JS-TMIJS-584986,,False,<1.7.0 ,https://github.com/tmijs/tmi.js/commit/df228dc818dbfe203bf85d19c54e7be1e6177077
Command Injection,windows-shortcuts,https://security.snyk.io/vuln/SNYK-JS-WINDOWSSHORTCUTS-584567,,False,* ,n/a
Cross-site Scripting (XSS),admin-lte,https://security.snyk.io/vuln/SNYK-JS-ADMINLTE-584564,,False,<3.1.0-rc ,https://github.com/ColorlibHQ/AdminLTE/commit/903143a1e1c02b94ec1194b7cec65675755c14a9
Improper Input Validation,scratch-vm,https://security.snyk.io/vuln/SNYK-JS-SCRATCHVM-584565,CVE-2020-14000,False,>=0.1.0-prerelease.1524239808 <0.2.0-prerelease.20200714185213 ,n/a
Information Exposure,react-native-fast-image,https://security.snyk.io/vuln/SNYK-JS-REACTNATIVEFASTIMAGE-572228,CVE-2020-7696,False,<8.3.0 ,https://github.com/DylanVann/react-native-fast-image/commit/4a7cd64f5b0aa40b04d63ccb105ee2b511abe624
Command Injection,standard-version,https://security.snyk.io/vuln/SNYK-JS-STANDARDVERSION-575708,,True,<8.0.1 ,https://github.com/conventional-changelog/standard-version/commit/871201ff8de6091d4b9b2ce9bf8611a1fc2f7836
Cross-site Scripting (XSS),@knight-lab/timelinejs,https://security.snyk.io/vuln/SNYK-JS-KNIGHTLABTIMELINEJS-575559,CVE-2020-15092,False,<3.7.0 ,https://github.com/NUKnightLab/TimelineJS3/commit/09a855ef0b9a626cd296ec4137628af141b062f3
Buffer Overflow,i18next,https://security.snyk.io/vuln/SNYK-JS-I18NEXT-575536,,False,<19.5.5 ,https://github.com/i18next/i18next/commit/360c8a92dcfe90964b433fa947f7f467a10887da
Cross-site Scripting (XSS),tiptap,https://security.snyk.io/vuln/SNYK-JS-TIPTAP-575143,,False,<1.29.0 ,n/a
Insertion of Sensitive Information into Log File,npm-registry-fetch,https://security.snyk.io/vuln/SNYK-JS-NPMREGISTRYFETCH-575432,,False,<4.0.5 >=5.0.0 <8.1.1 ,https://github.com/npm/npm-registry-fetch/commit/18bf9b97fb1deecdba01ffb05580370846255c88
Directory Traversal,socket.io-file,https://security.snyk.io/vuln/SNYK-JS-SOCKETIOFILE-575434,CVE-2020-15779,False,* ,n/a
Insertion of Sensitive Information into Log File,npm,https://security.snyk.io/vuln/SNYK-JS-NPM-575435,CVE-2020-15095,False,<6.14.6 ,https://github.com/npm/cli/commit/a9857b8f6869451ff058789c4631fadfde5bbcbc
Denial of Service (DoS),sockjs,https://security.snyk.io/vuln/SNYK-JS-SOCKJS-575261,CVE-2020-7693,True,<0.3.20 ,https://github.com/sockjs/sockjs-node/commit/dd7e642cd69ee74385825816d30642c43e051d16
Arbitrary File Read,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-575393,CVE-2020-4075,False,<7.2.4 >=8.0.0 <8.2.4 ,n/a
Privilege Escalation,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-575394,CVE-2020-4076,False,<7.2.4 >=8.0.0 <8.2.4 ,n/a
Command Injection,strider-git,https://security.snyk.io/vuln/SNYK-JS-STRIDERGIT-572913,,True,<2.0.0 ,https://github.com/Strider-CD/strider-git/commit/13da05fff05f7089dbb97a393be097deaadd2a9e
Privilege Escalation,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-575395,CVE-2020-4077,False,<7.2.4 >=8.0.0 <8.2.4 ,n/a
Privilege Escalation,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-575396,CVE-2020-15096,False,<6.1.11 >=7.0.0 <7.2.4 >=8.0.0 <8.2.4 ,n/a
Cross-site Scripting (XSS),formiojs,https://security.snyk.io/vuln/SNYK-JS-FORMIOJS-560149,,True,<4.12.1-rc.19 ,https://github.com/formio/formio.js/commit/f38b61ae2f0792119f5156deba04921dee3e1a75
Cross-site Scripting (XSS),jspdf,https://security.snyk.io/vuln/SNYK-JS-JSPDF-568273,CVE-2020-7691,True,<2.0.0 ,n/a
Cross-site Scripting (XSS),jspdf,https://security.snyk.io/vuln/SNYK-JS-JSPDF-575256,CVE-2020-7690,True,<2.0.0 ,n/a
Cross-site Scripting (XSS),keycloak-connect,https://security.snyk.io/vuln/SNYK-JS-KEYCLOAKCONNECT-575263,CVE-2020-1694,False,<10.0.0 ,https://github.com/keycloak/keycloak-nodejs-connect/commit/49f313dc831abd4e4901b6ac99e7f38f84688eb0
Remote Code Execution (RCE),locutus,https://security.snyk.io/vuln/SNYK-JS-LOCUTUS-575119,CVE-2020-13619,False,<2.0.13 ,https://github.com/locutusjs/locutus/commit/a05e9e733a84759fff85c4790056867e492476aa
Cross-site Scripting (XSS),tileserver-gl,https://security.snyk.io/vuln/SNYK-JS-TILESERVERGL-575121,CVE-2020-15500,False,<3.1.0 ,https://github.com/maptiler/tileserver-gl/commit/f8563e1f2be805c342edaa092c550b1ef6560f0f
Cryptographic Issues,bcrypt,https://security.snyk.io/vuln/SNYK-JS-BCRYPT-575033,,False,<5.0.0 ,n/a
Insecure Encryption,bcrypt,https://security.snyk.io/vuln/SNYK-JS-BCRYPT-572911,CVE-2020-7689,False,<5.0.0 ,n/a
Cross-site Scripting (XSS),jsoneditor,https://security.snyk.io/vuln/SNYK-JS-JSONEDITOR-575026,CVE-2020-23849,False,<9.0.2 ,https://github.com/josdejong/jsoneditor/commit/87bc7b256125541e4e32d1928bc5446361c9e738
Authorization Bypass,express-jwt,https://security.snyk.io/vuln/SNYK-JS-EXPRESSJWT-575022,CVE-2020-15084,False,<6.0.0 ,https://github.com/auth0/express-jwt/commit/7ecab5f8f0cab5297c2b863596566eb0c019cdef
Insecure Defaults,swagger-ui,https://security.snyk.io/vuln/SNYK-JS-SWAGGERUI-572012,,False,<3.26.1 ,https://github.com/swagger-api/swagger-ui/commit/a616cb471d31f04a28d185aeb1bcb83637afc3cf
Arbitrary Code Injection,wifiscanner,https://security.snyk.io/vuln/SNYK-JS-WIFISCANNER-574786,CVE-2020-15362,False,* ,n/a
Arbitrary Code Execution,gitlab-workflow,https://security.snyk.io/vuln/SNYK-JS-GITLABWORKFLOW-573137,CVE-2020-13279,False,* ,n/a
Server-side Request Forgery (SSRF),@uppy/companion,https://security.snyk.io/vuln/SNYK-JS-UPPYCOMPANION-574719,CVE-2020-8205,False,<1.13.2 >=2.0.0-alpha.0 <2.0.0-alpha.5 ,n/a
Cross-site Scripting (XSS),docsify,https://security.snyk.io/vuln/SNYK-JS-DOCSIFY-567099,CVE-2020-7680,True,<4.11.4 ,n/a
Cross-site Scripting (XSS),redoc,https://security.snyk.io/vuln/SNYK-JS-REDOC-574605,,False,<2.0.0-rc.28 ,https://github.com/Redocly/redoc/commit/62c01da420fca2137674ae562d4ecba54db97da9
Command Injection,mversion,https://security.snyk.io/vuln/SNYK-JS-MVERSION-573174,CVE-2020-7688,True,<2.0.1 ,https://github.com/mikaelbr/mversion/commit/b7a8b32600e60759a7ad3921ec4a2750bf173482
Remote Code Execution (RCE),bunyan,https://security.snyk.io/vuln/SNYK-JS-BUNYAN-573166,,False,<1.8.13 >=2.0.0 <2.0.3 ,https://github.com/trentm/node-bunyan/commit/9d68e23559b4c0245b05bb171c0de2064404a885
SQL Injection,influx,https://security.snyk.io/vuln/SNYK-JS-INFLUX-559587,,True,<5.5.3 ,n/a
Remote Code Execution (RCE),jsrsasign,https://security.snyk.io/vuln/SNYK-JS-JSRSASIGN-572938,CVE-2020-14968,False,<8.0.18 ,n/a
Memory Corruption,jsrsasign,https://security.snyk.io/vuln/SNYK-JS-JSRSASIGN-572937,CVE-2020-14967,False,<8.0.18 ,n/a
Command Injection,limdu,https://security.snyk.io/vuln/SNYK-JS-LIMDU-572951,CVE-2020-4066,False,* ,https://github.com/erelsgl/limdu/commit/03475a6a6bb253de6fad8f7f39cfb3504f11438d
Signature Bypass,jsrsasign,https://security.snyk.io/vuln/SNYK-JS-JSRSASIGN-572936,CVE-2020-14966,False,<8.0.18 ,n/a
Access Restriction Bypass,strapi,https://security.snyk.io/vuln/SNYK-JS-STRAPI-572909,CVE-2020-13961,False,<3.0.2 ,n/a
Arbitrary Command Injection,node-rsync,https://security.snyk.io/vuln/SNYK-JS-NODERSYNC-568773,,True,* ,n/a
Arbitrary Command Injection,scp,https://security.snyk.io/vuln/SNYK-JS-SCP-1009828,,True,* ,n/a
Directory Traversal,fast-http,https://security.snyk.io/vuln/SNYK-JS-FASTHTTP-572892,CVE-2020-7687,True,* ,n/a
Directory Traversal,marked-tree,https://security.snyk.io/vuln/SNYK-JS-MARKEDTREE-590121,CVE-2020-7682,True,* ,n/a
Directory Traversal,marscode,https://security.snyk.io/vuln/SNYK-JS-MARSCODE-590122,CVE-2020-7681,True,* ,n/a
Directory Traversal,rollup-plugin-server,https://security.snyk.io/vuln/SNYK-JS-ROLLUPPLUGINSERVER-590123,CVE-2020-7683,True,* ,n/a
Directory Traversal,rollup-plugin-dev-server,https://security.snyk.io/vuln/SNYK-JS-ROLLUPPLUGINDEVSERVER-590124,CVE-2020-7686,True,* ,n/a
Directory Traversal,rollup-plugin-serve-favicon,https://security.snyk.io/vuln/SNYK-JS-ROLLUPPLUGINSERVEFAVICON-585950,CVE-2020-7684,True,* ,https://github.com/thgh/rollup-plugin-serve/commit/3d144f2f47e86fcba34f5a144968da94220e3969
Directory Traversal,rollup-plugin-serve-favicon,https://security.snyk.io/vuln/SNYK-JS-ROLLUPPLUGINSERVEFAVICON-585950,CVE-2020-7684,True,* ,https://github.com/thgh/rollup-plugin-serve/commit/3d144f2f47e86fcba34f5a144968da94220e3969
Path Traversal,sapper,https://security.snyk.io/vuln/SNYK-JS-SAPPER-572858,,True,<0.27.11 ,n/a
Regular Expression Denial of Service (ReDoS),wappalyzer,https://security.snyk.io/vuln/SNYK-JS-WAPPALYZER-572854,,True,<6.0.3 ,n/a
Prototype Pollution,casperjs,https://security.snyk.io/vuln/SNYK-JS-CASPERJS-572803,CVE-2020-7679,True,* ,n/a
Improper Authorization,@sap-cloud-sdk/core,https://security.snyk.io/vuln/SNYK-JS-SAPCLOUDSDKCORE-572711,,False,>=1.19.0 <1.21.2 ,n/a
Directory Traversal,mjml,https://security.snyk.io/vuln/SNYK-JS-MJML-572496,CVE-2020-12827,False,<4.6.3 ,https://github.com/mjmlio/mjml/commit/30e29ed2cdaec8684d60a6d12ea07b611c765a12
Cryptographic Issues,elliptic,https://security.snyk.io/vuln/SNYK-JS-ELLIPTIC-571484,CVE-2020-13822,True,<6.5.3 ,n/a
Cross-site Scripting (XSS),dijit,https://security.snyk.io/vuln/SNYK-JS-DIJIT-572370,CVE-2020-4051,False,<1.11.11 >=1.12.0 <1.12.9 >=1.13.0 <1.13.8 >=1.14.0 <1.14.7 >=1.15.0 <1.15.4 >=1.16.0 <1.16.3 ,https://github.com/dojo/dijit/commit/462bdcd60d0333315fe69ab4709c894d78f61301
Remote Code Execution (RCE),mversion,https://security.snyk.io/vuln/SNYK-JS-MVERSION-572433,CVE-2020-4059,False,<2.0.0 ,https://github.com/mikaelbr/mversion/commit/6c76c9efd27c7ff5a5c6f187e8b7a435c4722338
Cross-site Scripting (XSS),tui-editor,https://security.snyk.io/vuln/SNYK-JS-TUIEDITOR-571463,,True,<2.2.0 ,n/a
Arbitrary Code Execution,thenify,https://security.snyk.io/vuln/SNYK-JS-THENIFY-571690,CVE-2020-7677,True,<3.3.1 ,https://github.com/thenables/thenify/commit/0d94a24eb933bc835d568f3009f4d269c4c4c17a
Arbitrary Code Execution,node-import,https://security.snyk.io/vuln/SNYK-JS-NODEIMPORT-571691,CVE-2020-7678,True,* ,n/a
Server-side Request Forgery (SSRF),redash,https://security.snyk.io/vuln/SNYK-JS-REDASH-572119,CVE-2020-12725,False,* ,n/a
Information Exposure,ssb-db,https://security.snyk.io/vuln/SNYK-JS-SSBDB-572109,CVE-2020-4045,False,>=20.0.0 <20.0.1 ,https://github.com/ssbc/ssb-db/commit/43334d0871c9cc6220e0f6d6338499060f7761d4
Information Exposure,ssb-server,https://security.snyk.io/vuln/SNYK-JS-SSBSERVER-572110,CVE-2020-4045,False,>=16.0.0 <16.0.1 ,https://github.com/ssbc/ssb-db/commit/43334d0871c9cc6220e0f6d6338499060f7761d4
Cross-site Scripting (XSS),angular,https://security.snyk.io/vuln/SNYK-JS-ANGULAR-572020,,True,<1.8.0 ,https://github.com/angular/angular.js/commit/2df43c07779137d1bddf7f3b282a1287a8634acd
Cross-site Scripting (XSS),layui-src,https://security.snyk.io/vuln/SNYK-JS-LAYUISRC-572018,,True,* ,n/a
Cross-site Scripting (XSS),vue-instantsearch,https://security.snyk.io/vuln/SNYK-JS-VUEINSTANTSEARCH-572014,,False,<3.0.0 ,https://github.com/algolia/vue-instantsearch/commit/0b205203968b1c76d7e4abccc45f580e9c4df833
Cross-site Scripting (XSS),highcharts,https://security.snyk.io/vuln/SNYK-JS-HIGHCHARTS-571995,,True,<7.2.2 >=8.0.0 <8.1.1 ,n/a
Arbitrary File Read,next,https://security.snyk.io/vuln/SNYK-JS-NEXT-571938,,False,<5.1.0 ,https://github.com/vercel/next.js/commit/c8da345765e1e96b98a1625acfd70470956505de#diff-b98f02bc5ed76ee139b182c00ce7b559
Command Injection,devcert,https://security.snyk.io/vuln/SNYK-JS-DEVCERT-571955,CVE-2020-8186,False,<1.1.1 ,https://github.com/davewasmer/devcert/commit/e0e8ae31c7a5f2371f091f27ced65ed43e7752c2
Cross-site Scripting (XSS),graphql-playground-html,https://security.snyk.io/vuln/SNYK-JS-GRAPHQLPLAYGROUNDHTML-571775,CVE-2020-4038,False,<1.6.22 ,https://github.com/prisma-labs/graphql-playground/commit/bf1883db538c97b076801a60677733816cb3cfb7
Information Exposure,apollo-server-core,https://security.snyk.io/vuln/SNYK-JS-APOLLOSERVERCORE-571663,,False,<2.14.2 ,https://github.com/apollographql/apollo-server/commit/e2e816316f5c28a03de2ee1589edb2b10c358114
Cross-site Scripting (XSS),angular,https://security.snyk.io/vuln/SNYK-JS-ANGULAR-570058,CVE-2020-7676,False,<1.8.0 ,n/a
Arbitrary Code Execution,node-extend,https://security.snyk.io/vuln/SNYK-JS-NODEEXTEND-571491,CVE-2020-7673,True,* ,n/a
Arbitrary Code Execution,access-policy,https://security.snyk.io/vuln/SNYK-JS-ACCESSPOLICY-571490,CVE-2020-7674,True,* ,n/a
Arbitrary Code Execution,mosc,https://security.snyk.io/vuln/SNYK-JS-MOSC-571492,CVE-2020-7672,True,* ,n/a
Arbitrary Code Execution,cd-messenger,https://security.snyk.io/vuln/SNYK-JS-CDMESSENGER-571493,CVE-2020-7675,True,* ,n/a
Prototype Pollution,@fluentui/styles,https://security.snyk.io/vuln/SNYK-JS-FLUENTUISTYLES-570808,,True,<0.50.0 ,n/a
Prototype Pollution,@uifabric/utilities,https://security.snyk.io/vuln/SNYK-JS-UIFABRICUTILITIES-571487,,True,<7.20.3 ,n/a
Server-side Request Forgery (SSRF),ghost,https://security.snyk.io/vuln/SNYK-JS-GHOST-571479,,False,<2.38.2 ,n/a
Denial of Service (DoS),html-to-text,https://security.snyk.io/vuln/SNYK-JS-HTMLTOTEXT-571464,,False,<6.0.0 ,n/a
SQL Injection,@nozbe/watermelondb,https://security.snyk.io/vuln/SNYK-JS-NOZBEWATERMELONDB-571372,CVE-2020-4035,False,<0.15.1 ,https://github.com/Nozbe/WatermelonDB/commit/924c7ae2a8d7d6459656751e5b9b1bf91a218025
Cross-site Scripting (XSS),@elastic/app-search-javascript,https://security.snyk.io/vuln/SNYK-JS-ELASTICAPPSEARCHJAVASCRIPT-571374,CVE-2020-7011,False,<7.7.0 ,n/a
Cross-site Scripting (XSS),@elastic/app-search-node,https://security.snyk.io/vuln/SNYK-JS-ELASTICAPPSEARCHNODE-571373,CVE-2020-7011,False,<7.7.0 ,n/a
Prototype Pollution,kibana,https://security.snyk.io/vuln/SNYK-JS-KIBANA-571291,CVE-2020-7012,False,>=6.7.0 <6.8.9 >=7.0.0 <7.6.3 ,n/a
Prototype Pollution,kibana,https://security.snyk.io/vuln/SNYK-JS-KIBANA-571290,CVE-2020-7013,False,<6.8.9 <7.7.0 ,n/a
Cross-site Scripting (XSS),kibana,https://security.snyk.io/vuln/SNYK-JS-KIBANA-571289,CVE-2020-7015,False,<6.8.9 <7.7.0 ,n/a
Remote Memory Exposure,node-addon-api,https://security.snyk.io/vuln/SNYK-JS-NODEADDONAPI-571001,,False,>=0.0.0 <1.7.2 >=2.0.0 <2.0.1 ,https://github.com/nodejs/node-addon-api/commit/265fea9edd5f2ae9fc5be020ea72b6a117accdba
HTML Injection,nervjs,https://security.snyk.io/vuln/SNYK-JS-NERVJS-571003,,False,<1.5.7 ,https://github.com/NervJS/nerv/commit/50dbefc8a5a683259d932e5fbf7c17bc473a968a
Regular Expression Denial of Service (ReDoS),websocket-extensions,https://security.snyk.io/vuln/SNYK-JS-WEBSOCKETEXTENSIONS-570623,CVE-2020-7663,True,<0.1.4 ,https://github.com/faye/websocket-extensions-node/commit/29496f6838bfadfe5a2f85dff33ed0ba33873237
Regular Expression Denial of Service (ReDoS),url-regex,https://security.snyk.io/vuln/SNYK-JS-URLREGEX-569472,CVE-2020-7661,True,* ,n/a
Insufficient Input Validation,bson-objectid,https://security.snyk.io/vuln/SNYK-JS-BSONOBJECTID-570765,CVE-2019-19729,True,* ,n/a
Arbitrary Code Injection,serialize-javascript,https://security.snyk.io/vuln/SNYK-JS-SERIALIZEJAVASCRIPT-570062,CVE-2020-7660,True,<3.1.0 ,https://github.com/yahoo/serialize-javascript/commit/f21a6fb3ace2353413761e79717b2d210ba6ccbd
Remote Code Execution (RCE),dns-sync,https://security.snyk.io/vuln/SNYK-JS-DNSSYNC-570585,CVE-2020-11079,False,<0.2.0 ,https://github.com/skoranga/node-dns-sync/commit/cb10a5ac7913eacc031ade7d91596277f31645dc
Information Exposure,snyk-broker,https://security.snyk.io/vuln/SNYK-JS-SNYKBROKER-570613,CVE-2020-7654,False,<4.73.1 ,https://github.com/snyk/broker/commit/7ab581db3234dfd257ed77a055601ec6e396becc
Arbitrary File Read,snyk-broker,https://security.snyk.io/vuln/SNYK-JS-SNYKBROKER-570612,CVE-2020-7653,False,<4.80.0 ,n/a
Arbitrary File Read,snyk-broker,https://security.snyk.io/vuln/SNYK-JS-SNYKBROKER-570611,CVE-2020-7652,False,<4.80.0 ,n/a
Arbitrary File Read,snyk-broker,https://security.snyk.io/vuln/SNYK-JS-SNYKBROKER-570610,CVE-2020-7651,False,<4.79.0 ,
Arbitrary File Read,snyk-broker,https://security.snyk.io/vuln/SNYK-JS-SNYKBROKER-570609,CVE-2020-7650,False,>=4.72.0 <4.73.1 ,https://github.com/snyk/broker/commit/cda1ad74fbaa4642e3fcd0386ce39fcbfe3dea24
Directory Traversal,snyk-broker,https://security.snyk.io/vuln/SNYK-JS-SNYKBROKER-570608,CVE-2020-7649,False,<4.73.0 ,https://github.com/snyk/broker/commit/90e0bac07a800b7c4c6646097c9c89d6b878b429
Arbitrary File Read,snyk-broker,https://security.snyk.io/vuln/SNYK-JS-SNYKBROKER-570607,CVE-2020-7648,False,<4.72.2 ,https://github.com/snyk/broker/commit/3e5654e7df9c9bb547da69d6db4b303c825d4dee
Information Exposure,appium,https://security.snyk.io/vuln/SNYK-JS-APPIUM-570540,,False,<1.18.0-beta.0 ,n/a
Regular Expression Denial of Service (ReDoS),codemirror,https://security.snyk.io/vuln/SNYK-JS-CODEMIRROR-569611,,False,<5.54.0 ,https://github.com/codemirror/CodeMirror/commit/890cb6bea3e73118d69f4e279da1dff57d7e4627
Command Injection,jison,https://security.snyk.io/vuln/SNYK-JS-JISON-570539,CVE-2020-8178,False,* ,n/a
Credential Exposure,aegir,https://security.snyk.io/vuln/SNYK-JS-AEGIR-570512,CVE-2020-11059,False,>=21.7.0 <21.10.1 ,n/a
Cross-site Scripting (XSS),bootstrap-select,https://security.snyk.io/vuln/SNYK-JS-BOOTSTRAPSELECT-570457,,True,<1.13.6 ,n/a
Signature Validation Bypass,electron-updater,https://security.snyk.io/vuln/SNYK-JS-ELECTRONUPDATER-567704,,False,<4.3.1 ,n/a
Cross-site Scripting (XSS),markdown-to-jsx,https://security.snyk.io/vuln/SNYK-JS-MARKDOWNTOJSX-570059,,False,<6.11.4 ,https://github.com/probablyup/markdown-to-jsx/commit/105d6a6998f9fb23795843355da4a7ed1e106a29
Insecure Configuration,vega-embed,https://security.snyk.io/vuln/SNYK-JS-VEGAEMBED-567898,,False,<6.7.0 ,https://github.com/vega/vega-embed/commit/9ec8ecd8c3fb593e13f58e48539d0f7698dd64ba
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-570624,CVE-2020-6467,False,<8.3.1 ,n/a
Type Confusion,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-570833,CVE-2020-6468,True,<7.3.1 ,n/a
Cross-site Scripting (XSS),jquery,https://security.snyk.io/vuln/SNYK-JS-JQUERY-569619,CVE-2020-7656,True,<1.9.0 ,n/a
Arbitrary Code Execution,front-matter,https://security.snyk.io/vuln/SNYK-JS-FRONTMATTER-569103,,False,<4.0.1 ,https://github.com/jxson/front-matter/commit/1d9094f639f302d932d3a041cc215bbfcc6db51e
Improper Output Neutralization for Logs,generator-jhipster,https://security.snyk.io/vuln/SNYK-JS-GENERATORJHIPSTER-568301,,False,<6.9.0 ,https://github.com/jhipster/generator-jhipster/commit/579af972bbde63a0691cb2769b7365b832ccfac4
Cryptographic Issues,openpgp,https://security.snyk.io/vuln/SNYK-JS-OPENPGP-569476,,False,<0.10.0 ,n/a
Denial of Service (DoS),http-proxy,https://security.snyk.io/vuln/SNYK-JS-HTTPPROXY-569139,,True,<1.18.1 ,n/a
Buffer Overflow,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-569122,CVE-2020-6831,False,>=6.0.0 <6.1.12 >=7.0.0 <7.3.0 >=8.0.0 <8.3.0 ,n/a
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-569120,CVE-2020-6463,False,>=6.0.0 <6.1.12 >=7.0.0 <7.3.0 >=8.0.0 <8.3.0 ,n/a
Improper Validation,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-569117,CVE-2020-6460,False,>=6.0.0 <6.1.12 >=7.0.0 <7.3.0 >=8.0.0 <8.3.0 ,n/a
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-569114,CVE-2020-6459,False,>=6.0.0 <6.1.12 >=7.0.0 <7.3.0 >=8.0.0 <8.3.0 ,n/a
Cross-site Scripting (XSS),summernote,https://security.snyk.io/vuln/SNYK-JS-SUMMERNOTE-568471,,False,* ,n/a
Prototype Pollution,objutil,https://security.snyk.io/vuln/SNYK-JS-OBJUTIL-559496,,True,* ,n/a
DLL Injection,kerberos,https://security.snyk.io/vuln/SNYK-JS-KERBEROS-568900,CVE-2020-13110,True,<1.0.0 ,n/a
Cross-site Scripting (XSS),tinymce,https://security.snyk.io/vuln/SNYK-JS-TINYMCE-568922,CVE-2019-1010091,False,<4.9.10 >=5.0.0 <5.2.2 ,https://github.com/tinymce/tinymce/pull/5593/files
Improper Validation,slp-validate,https://security.snyk.io/vuln/SNYK-JS-SLPVALIDATE-568898,CVE-2020-11072,False,<1.2.1 ,https://github.com/simpleledger/slpjs/commit/3671be2ffb6d4cfa94c00c6dc8649d1ba1d75754
Improper Validation,slpjs,https://security.snyk.io/vuln/SNYK-JS-SLPJS-568899,CVE-2020-11072,False,<0.27.2 ,https://github.com/simpleledger/slpjs/commit/3671be2ffb6d4cfa94c00c6dc8649d1ba1d75754
Cross-site Scripting (XSS),buefy,https://security.snyk.io/vuln/SNYK-JS-BUEFY-567814,,False,<0.8.18 ,https://github.com/buefy/buefy/commit/f0ff2ae65fee34e247e74e6ab4881c929928c066
Remote Code Execution (RCE),logkitty,https://security.snyk.io/vuln/SNYK-JS-LOGKITTY-568763,CVE-2020-8149,True,<0.7.1 ,n/a
Type Confusion,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-569113,CVE-2020-6464,False,>=6.0.0 <6.1.12 >=7.0.0 <7.3.0 >=8.0.0 <8.3.0 ,n/a
Cross-site Scripting (XSS),instantsearch.js,https://security.snyk.io/vuln/SNYK-JS-INSTANTSEARCHJS-568472,,True,<4.3.1 ,https://github.com/algolia/instantsearch.js/commit/8552221eff17a4ae5ba9c454054b0eb6e002934d
