Vulnerability,Package Name,Details Page,CVE,POC Available,Affected Version,Github Link
Open Redirect,slashify,https://security.snyk.io/vuln/SNYK-JS-SLASHIFY-1070404,CVE-2021-3189,False,* ,
Prototype Pollution,merge-deep,https://security.snyk.io/vuln/SNYK-JS-MERGEDEEP-1070277,CVE-2021-26707,True,<3.0.3 ,https://github.com/jonschlinkert/merge-deep/commit/e370968581413a2e5ffdbbf7c2f5094e0e0b3861
Prototype Pollution,decal,https://security.snyk.io/vuln/SNYK-JS-DECAL-1051028,CVE-2020-28450,True,* ,
Prototype Pollution,decal,https://security.snyk.io/vuln/SNYK-JS-DECAL-1051007,CVE-2020-28449,True,* ,
Prototype Pollution,dotty,https://security.snyk.io/vuln/SNYK-JS-DOTTY-1069933,CVE-2021-25912,False,<0.1.1 ,https://github.com/deoxxa/dotty/commit/cd997d37917186c131be71501a698803f2b7ebdb
Regular Expression Denial of Service (ReDoS),uap-core,https://security.snyk.io/vuln/SNYK-JS-UAPCORE-1069889,CVE-2021-21317,False,<0.11.0 ,https://github.com/ua-parser/uap-core/commit/dc9925d458214cfe87b93e35346980612f6ae96c
Cryptographic Issues,elliptic,https://security.snyk.io/vuln/SNYK-JS-ELLIPTIC-1064899,CVE-2020-28498,False,<6.5.4 ,https://github.com/indutny/elliptic/commit/441b7428b0e8f6636c42118ad2aaa186d3c34c3f
Command Injection,freediskspace,https://security.snyk.io/vuln/SNYK-JS-FREEDISKSPACE-1040716,CVE-2020-7775,False,* ,
SQL Injection,thinkjs,https://security.snyk.io/vuln/SNYK-JS-THINKJS-1066412,CVE-2020-21176,False,* ,
Remote Code Execution (RCE),angular-expressions,https://security.snyk.io/vuln/SNYK-JS-ANGULAREXPRESSIONS-1066409,CVE-2021-21277,False,<1.1.2 ,https://github.com/peerigon/angular-expressions/commit/07edb62902b1f6127b3dcc013da61c6316dd0bf1
Command Injection,launchpad,https://security.snyk.io/vuln/SNYK-JS-LAUNCHPAD-1044065,CVE-2021-23330,False,* ,
Command Injection,kill-process-on-port,https://security.snyk.io/vuln/SNYK-JS-KILLPROCESSONPORT-1055458,CVE-2020-28426,True,* ,
Regular Expression Denial of Service (ReDoS),@ckeditor/ckeditor5-markdown-gfm,https://security.snyk.io/vuln/SNYK-JS-CKEDITORCKEDITOR5MARKDOWNGFM-1066168,CVE-2021-21254,False,<25.0.0 ,https://github.com/ckeditor/ckeditor5/commit/5ba3bf5f418e846b74f67e6c29b4aebdbd7ceaab#diff-ac03a6e19230dc6b9b2963e66deca333b4d4cceb93bafbeeaa74514363cb4afb
Prototype Pollution,nested-object-assign,https://security.snyk.io/vuln/SNYK-JS-NESTEDOBJECTASSIGN-1065977,CVE-2021-23329,True,<1.0.4 ,
Arbitrary Code Execution,less-openui5,https://security.snyk.io/vuln/SNYK-JS-LESSOPENUI5-1066165,CVE-2021-21316,False,<0.10.0 ,https://github.com/SAP/less-openui5/commit/c0d3a8572974a20ea6cee42da11c614a54f100e8
Prototype Pollution,iniparserjs,https://security.snyk.io/vuln/SNYK-JS-INIPARSERJS-1065989,CVE-2021-23328,True,* ,
Information Exposure,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1065981,CVE-2020-26272,False,<9.4.0 >=10.0.0 <10.2.0 >=11.0.0 <11.1.0 >=12.0.0-beta.1 <12.0.0-beta.9 ,https://github.com/electron/electron/commit/07a1c2a3e5845901f7e2eda9506695be58edc73c
Regular Expression Denial of Service (ReDoS),three,https://security.snyk.io/vuln/SNYK-JS-THREE-1064931,CVE-2020-28496,True,<0.125.0 ,https://github.com/mrdoob/three.js/pull/21143/commits/4a582355216b620176a291ff319d740e619d583e
Prototype Pollution,total.js,https://security.snyk.io/vuln/SNYK-JS-TOTALJS-1046671,CVE-2020-28495,True,<3.4.7 ,https://github.com/totaljs/framework/commit/b3f901561d66ab799a4a99279893b94cad7ae4ff
Command Injection,total.js,https://security.snyk.io/vuln/SNYK-JS-TOTALJS-1046672,CVE-2020-28494,True,<3.4.7 ,https://github.com/totaljs/framework/commit/6192491ab2631e7c1d317c221f18ea613e2c18a5
Remote Code Execution (RCE),config-shield,https://security.snyk.io/vuln/SNYK-JS-CONFIGSHIELD-1065803,CVE-2021-26276,False,<0.2.3 ,https://github.com/godaddy/node-config-shield/commit/cdba5d3a7accd661ffbc52e208153464bd0d9da6
Directory Traversal,node-red-contrib-huemagic,https://security.snyk.io/vuln/SNYK-JS-NODEREDCONTRIBHUEMAGIC-1065271,CVE-2021-25864,False,<4.0.0 ,
Directory Traversal,node-red-dashboard,https://security.snyk.io/vuln/SNYK-JS-NODEREDDASHBOARD-1065260,CVE-2021-3223,False,<2.26.2 ,https://github.com/node-red/node-red-dashboard/commit/5b0e45a5646a011251691d063f1c01b6dd3a8079
Regular Expression Denial of Service (ReDoS),ckeditor4-dev,https://security.snyk.io/vuln/SNYK-JS-CKEDITOR4DEV-1065331,CVE-2021-26272,False,<4.16.0 ,https://github.com/ckeditor/ckeditor4/commit/51ea7dadff20737a6a3fb86ec64a5d2f6bcebedf
Command Injection,rsshub,https://security.snyk.io/vuln/SNYK-JS-RSSHUB-1065277,CVE-2021-21278,False,<1.0.0-master.4db1c91 ,https://github.com/DIYgod/RSSHub/commit/7f1c43094e8a82e4d8f036ff7d42568fed00699d
Command Injection,async-git,https://security.snyk.io/vuln/SNYK-JS-ASYNCGIT-1064877,CVE-2020-28490,False,<1.13.2 ,https://github.com/omrilotan/async-git/commit/d1950a5021f4e19d92f347614be0d85ce991510d
Cross-site Scripting (XSS),vis-timeline,https://security.snyk.io/vuln/SNYK-JS-VISTIMELINE-1063500,CVE-2020-28487,True,<7.4.4 ,
Command Injection,async-git,https://security.snyk.io/vuln/SNYK-JS-ASYNCGIT-1063505,CVE-2021-3190,False,<1.13.1 ,
Command Injection,@graphql-tools/git-loader,https://security.snyk.io/vuln/SNYK-JS-GRAPHQLTOOLSGITLOADER-1062543,CVE-2021-23326,False,<6.2.6 ,https://github.com/ardatan/graphql-tools/commit/6a966beee8ca8b2f4adfe93318b96e4a5c501eac
Denial of Service (DoS),jointjs,https://security.snyk.io/vuln/SNYK-JS-JOINTJS-1062038,CVE-2020-28479,True,<3.3.0 ,
Prototype Pollution,jointjs,https://security.snyk.io/vuln/SNYK-JS-JOINTJS-1024444,CVE-2020-28480,True,<3.3.0 ,
Cross-site Request Forgery (CSRF),fastify-csrf,https://security.snyk.io/vuln/SNYK-JS-FASTIFYCSRF-1062044,CVE-2020-28482,False,<3.0.0 ,
Prototype Pollution,gsap,https://security.snyk.io/vuln/SNYK-JS-GSAP-1054614,CVE-2020-28478,True,<3.6.0 ,
Prototype Pollution,immer,https://security.snyk.io/vuln/SNYK-JS-IMMER-1019369,CVE-2020-28477,True,<8.0.1 ,https://github.com/immerjs/immer/commit/da2bd4fa0edc9335543089fe7d290d6a346c40c5
Regular Expression Denial of Service (ReDoS),jquery-validation,https://security.snyk.io/vuln/SNYK-JS-JQUERYVALIDATION-1056868,CVE-2021-21252,False,<1.19.3 ,https://github.com/jquery-validation/jquery-validation/pull/2371/commits/5e5641072312845b9130ed06f115816c8f0e6b3c
Prototype Pollution,aws-sdk,https://security.snyk.io/vuln/SNYK-JS-AWSSDK-1059424,CVE-2020-28472,True,<2.814.0 ,https://github.com/aws/aws-sdk-js/pull/3585/commits/7d72aff2a941173733fcb6741b104cd83d3bc611
Prototype Pollution,@aws-sdk/shared-ini-file-loader,https://security.snyk.io/vuln/SNYK-JS-AWSSDKSHAREDINIFILELOADER-1049304,CVE-2020-28472,True,<1.0.0-rc.9 ,https://github.com/aws/aws-sdk-js/pull/3585/commits/7d72aff2a941173733fcb6741b104cd83d3bc611
Regular Expression Denial of Service (ReDoS),glob-parent,https://security.snyk.io/vuln/SNYK-JS-GLOBPARENT-1016905,CVE-2020-28469,True,<5.1.2 ,
Denial of Service (DoS),socket.io-parser,https://security.snyk.io/vuln/SNYK-JS-SOCKETIOPARSER-1056752,CVE-2020-36049,True,<3.3.2 >3.4.0 <3.4.1 ,https://github.com/socketio/socket.io-parser/commit/dcb942d24db97162ad16a67c2a0cf30875342d55
Command Injection,ts-process-promises,https://security.snyk.io/vuln/SNYK-JS-TSPROCESSPROMISES-1048334,CVE-2020-7784,True,* ,
Command Injection,buns,https://security.snyk.io/vuln/SNYK-JS-BUNS-1050389,CVE-2020-7794,True,* ,
Insecure Defaults,socket.io,https://security.snyk.io/vuln/SNYK-JS-SOCKETIO-1024859,CVE-2020-28481,False,<2.4.0 ,
Cross-site Scripting (XSS),@scullyio/scully,https://security.snyk.io/vuln/SNYK-JS-SCULLYIOSCULLY-1055829,CVE-2020-28470,False,<1.0.9 ,
Prototype Pollution,asciitable.js,https://security.snyk.io/vuln/SNYK-JS-ASCIITABLEJS-1039799,CVE-2020-7771,False,<1.0.3 ,
Remote Code Execution (RCE),djv,https://security.snyk.io/vuln/SNYK-JS-DJV-1014545,CVE-2020-28464,False,<2.1.4 ,
Cross-site Scripting (XSS),vega,https://security.snyk.io/vuln/SNYK-JS-VEGA-1054999,CVE-2020-26296,False,<5.17.3 ,https://github.com/vega/vega/commit/bde41b2cb0bdf282fb9d526462428d1a0e73832d
Improper Input Validation,urijs,https://security.snyk.io/vuln/SNYK-JS-URIJS-1055003,CVE-2020-26291,False,<1.19.4 ,https://github.com/medialize/URI.js/commit/b02bf037c99ac9316b77ff8bfd840e90becf1155
Prototype Pollution,libnested,https://security.snyk.io/vuln/SNYK-JS-LIBNESTED-1054930,CVE-2020-28283,False,<1.5.1 ,https://github.com/dominictarr/libnested/commit/9619863a319ed1e5c19ddcbdbe3312f9cef72760
Prototype Pollution,libnested,https://security.snyk.io/vuln/SNYK-JS-LIBNESTED-1054930,CVE-2020-28283,False,<1.5.1 ,https://github.com/dominictarr/libnested/commit/9619863a319ed1e5c19ddcbdbe3312f9cef72760
Prototype Pollution,predefine,https://security.snyk.io/vuln/SNYK-JS-PREDEFINE-1054935,CVE-2020-28280,False,* ,
Prototype Pollution,getobject,https://security.snyk.io/vuln/SNYK-JS-GETOBJECT-1054932,CVE-2020-28282,False,<1.0.0 ,
Insecure Storage of Sensitive Information,parse-server,https://security.snyk.io/vuln/SNYK-JS-PARSESERVER-1054842,CVE-2020-26288,False,>=3.10.0 <4.5.0 ,https://github.com/parse-community/parse-server/commit/da905a357d062ab4fea727a21eac231acc2ed92a
Regular Expression Denial of Service (ReDoS),date-and-time,https://security.snyk.io/vuln/SNYK-JS-DATEANDTIME-1054430,CVE-2020-26289,False,<0.14.2 ,https://github.com/knowledgecode/date-and-time/commit/9e4b501eacddccc8b1f559fb414f48472ee17c2a
Prototype Pollution,multi-ini,https://security.snyk.io/vuln/SNYK-JS-MULTIINI-1048969,CVE-2020-28448,True,<2.1.1 ,
Cross-site Request Forgery (CSRF),nodebb-plugin-blog-comments,https://security.snyk.io/vuln/SNYK-JS-NODEBBPLUGINBLOGCOMMENTS-1053246,CVE-2020-15156,False,<0.7.0 ,https://github.com/psychobunny/nodebb-plugin-blog-comments/commit/cf43beedb05131937ef46f365ab0a0c6fa6ac618
Prototype Pollution,multi-ini,https://security.snyk.io/vuln/SNYK-JS-MULTIINI-1053229,CVE-2020-28460,True,<2.1.2 ,https://github.com/evangelion1204/multi-ini/commit/6b2212b2ce152c19538a2431415f72942c5a1bde
Prototype Pollution,datatables.net,https://security.snyk.io/vuln/SNYK-JS-DATATABLESNET-1016402,CVE-2020-28458,False,<1.10.23 ,https://github.com/DataTables/DataTablesSrc/commit/a51cbe99fd3d02aa5582f97d4af1615d11a1ea03
Command Injection,connection-tester,https://security.snyk.io/vuln/SNYK-JS-CONNECTIONTESTER-1048337,CVE-2020-7781,True,<0.2.1 ,
Command Injection,systeminformation,https://security.snyk.io/vuln/SNYK-JS-SYSTEMINFORMATION-1050436,CVE-2020-26274,True,<4.31.1 ,https://github.com/sebhildebrandt/systeminformation/commit/1faadcbf68f1b1fdd5eb2054f68fc932be32ac99
Prototype Pollution,mquery,https://security.snyk.io/vuln/SNYK-JS-MQUERY-1050858,CVE-2020-35149,True,<3.2.3 ,https://github.com/aheckmann/mquery/commit/792e69fd0a7281a0300be5cade5a6d7c1d468ad4
Prototype Pollution,rxdb,https://security.snyk.io/vuln/SNYK-JS-RXDB-1050985,CVE-2020-35149,True,<9.11.0 ,https://github.com/aheckmann/mquery/commit/792e69fd0a7281a0300be5cade5a6d7c1d468ad4
Command Injection,node-notifier,https://security.snyk.io/vuln/SNYK-JS-NODENOTIFIER-1035794,CVE-2020-7789,False,<5.4.5 >=8.0.0 <8.0.2 >=9.0.0 <9.0.1 ,https://github.com/mikaelbr/node-notifier/commit/2d3927b200a0fd1721e8b8ad59f84f383d3f0e0a
Command Injection,corenlp-js-prefab,https://security.snyk.io/vuln/SNYK-JS-CORENLPJSPREFAB-1050434,CVE-2020-28439,True,* ,
Command Injection,corenlp-js-interface,https://security.snyk.io/vuln/SNYK-JS-CORENLPJSINTERFACE-1050435,CVE-2020-28440,True,* ,
Prototype Pollution,ini,https://security.snyk.io/vuln/SNYK-JS-INI-1048974,CVE-2020-7788,True,<1.3.6 ,https://github.com/npm/ini/commit/56d2805e07ccd94e2ba0984ac9240ff02d44b6f1
Prototype Pollution,deepref,https://security.snyk.io/vuln/SNYK-JS-DEEPREF-1049536,CVE-2020-28274,False,<1.2.1 ,https://github.com/isaymatato/deepref/commit/24935e6a1060cb09c641d3075982f0b44cfca4c2
Regular Expression Denial of Service (ReDoS),@fast-csv/parse,https://security.snyk.io/vuln/SNYK-JS-FASTCSVPARSE-1049537,CVE-2020-26256,False,<4.3.6 ,https://github.com/C2FO/fast-csv/commit/4bbd39f26a8cd7382151ab4f5fb102234b2f829e
Regular Expression Denial of Service (ReDoS),fast-csv,https://security.snyk.io/vuln/SNYK-JS-FASTCSV-1049538,CVE-2020-26256,False,<4.3.6 ,https://github.com/C2FO/fast-csv/commit/4bbd39f26a8cd7382151ab4f5fb102234b2f829e
Improper Authentication,react-adal,https://security.snyk.io/vuln/SNYK-JS-REACTADAL-1018907,CVE-2020-7787,True,<0.5.1 ,
Prototype Pollution,set-in,https://security.snyk.io/vuln/SNYK-JS-SETIN-1048049,CVE-2020-28273,False,<2.0.1 ,https://github.com/ahdinosaur/set-in/commit/e431effa00195a6f06b111e09733cd1445a91a88
Prototype Pollution,systeminformation,https://security.snyk.io/vuln/SNYK-JS-SYSTEMINFORMATION-1047312,CVE-2020-26245,False,<4.30.5 ,https://github.com/sebhildebrandt/systeminformation/commit/8113ff0e87b2f422a5756c48f1057575e73af016
Prototype Pollution,highlight.js,https://security.snyk.io/vuln/SNYK-JS-HIGHLIGHTJS-1045326,CVE-2020-26237,False,>=7.2.0 <9.18.2 >=10.0.0 <10.1.2 ,https://github.com/highlightjs/highlight.js/commit/7241013ae011a585983e176ddc0489a7a52f6bb0
Server-side Request Forgery (SSRF),private-ip,https://security.snyk.io/vuln/SNYK-JS-PRIVATEIP-1044035,CVE-2020-28360,False,<2.3.0 ,https://github.com/frenchbread/private-ip/commit/840664c4b9ba7888c41cfee9666e9a593db133e9
Information Disclosure,semantic-release,https://security.snyk.io/vuln/SNYK-JS-SEMANTICRELEASE-1041706,CVE-2020-26226,False,<17.2.3 ,https://github.com/semantic-release/semantic-release/commit/ca90b34c4a9333438cc4d69faeb43362bb991e5a
Prototype Pollution,controlled-merge,https://security.snyk.io/vuln/SNYK-JS-CONTROLLEDMERGE-1040460,CVE-2020-28268,False,>=1.0.0 <1.3.0 ,https://github.com/hlfshell/controlled-merge/commit/5a4b2e9ffe5a0be7f8843d4ab038599d3ae5f9d4
Prototype Pollution,doc-path,https://security.snyk.io/vuln/SNYK-JS-DOCPATH-1011952,CVE-2020-7772,True,<2.3.0 ,https://github.com/mrodrig/doc-path/commit/3e2bb168cf303bffcd7fae5f8d05e5300c1541c7
Prototype Pollution,object-hierarchy-access,https://security.snyk.io/vuln/SNYK-JS-OBJECTHIERARCHYACCESS-1039883,CVE-2020-28270,False,>=0.2.0 <0.33.0 ,https://github.com/mjpclab/object-hierarchy-access/commit/7b1aa134a8bc4a376296bcfac5c3463aef2b7572
Prototype Pollution,field,https://security.snyk.io/vuln/SNYK-JS-FIELD-1039884,CVE-2020-28269,False,* ,
Prototype Pollution,deephas,https://security.snyk.io/vuln/SNYK-JS-DEEPHAS-1039845,CVE-2020-28271,False,<1.0.7 ,https://github.com/sharpred/deepHas/commit/2fe011713a6178c50f7deb6f039a8e5435981e20
Command Injection,nodemailer,https://security.snyk.io/vuln/SNYK-JS-NODEMAILER-1038834,CVE-2020-7769,True,<6.4.16 ,https://github.com/nodemailer/nodemailer/commit/ba31c64c910d884579875c52d57ac45acc47aa54
Cross-site Scripting (XSS),joplin,https://security.snyk.io/vuln/SNYK-JS-JOPLIN-1024440,CVE-2020-28249,False,<1.4.2 ,https://github.com/laurent22/joplin/commit/fd90a490c0e5cacd17bfe0ffc422be1d2a9b1c13
Cross-site Scripting (XSS),@joplin/renderer,https://security.snyk.io/vuln/SNYK-JS-JOPLINRENDERER-1290615,CVE-2020-28249,False,<1.7.1 ,https://github.com/laurent22/joplin/commit/fd90a490c0e5cacd17bfe0ffc422be1d2a9b1c13
Cross-site Scripting (XSS),@joplin/lib,https://security.snyk.io/vuln/SNYK-JS-JOPLINLIB-1290616,CVE-2020-28249,False,<1.7.1 ,https://github.com/laurent22/joplin/commit/fd90a490c0e5cacd17bfe0ffc422be1d2a9b1c13
Regular Expression Denial of Service (ReDoS),express-validators,https://security.snyk.io/vuln/SNYK-JS-EXPRESSVALIDATORS-1017404,CVE-2020-7767,False,* ,
Prototype Pollution,grpc,https://security.snyk.io/vuln/SNYK-JS-GRPC-598671,CVE-2020-7768,False,<1.24.4 ,
Prototype Pollution,grpc,https://security.snyk.io/vuln/SNYK-JS-GRPC-598671,CVE-2020-7768,False,<1.24.4 ,
Prototype Pollution,json8-merge-patch,https://security.snyk.io/vuln/SNYK-JS-JSON8MERGEPATCH-1038399,CVE-2020-8268,True,<1.0.3 ,
Prototype Pollution,json-ptr,https://security.snyk.io/vuln/SNYK-JS-JSONPTR-1016939,CVE-2020-7766,True,<2.0.0 ,
Prototype Pollution,y18n,https://security.snyk.io/vuln/SNYK-JS-Y18N-1021887,CVE-2020-7774,True,<3.2.2 >=4.0.0 <4.0.1 >=5.0.0 <5.0.5 ,
Prototype Pollution,@firebase/util,https://security.snyk.io/vuln/SNYK-JS-FIREBASEUTIL-1038324,CVE-2020-7765,True,<0.3.4 ,https://github.com/firebase/firebase-js-sdk/commit/9cf727fcc3d049551b16ae0698ac33dc2fe45ada
Web Cache Poisoning,find-my-way,https://security.snyk.io/vuln/SNYK-JS-FINDMYWAY-1038269,CVE-2020-7764,False,<2.2.5 >=3.0.0 <3.0.5 ,https://github.com/delvedor/find-my-way/commit/ab408354690e6b9cf3c4724befb3b3fa4bb90aac
Server-Side Request Forgery (SSRF),axios,https://security.snyk.io/vuln/SNYK-JS-AXIOS-1038255,CVE-2020-28168,False,<0.21.1 ,https://github.com/axios/axios/commit/c7329fefc890050edd51e40e469a154d0117fc55
Arbitrary File Read,jsreport-chrome-pdf,https://security.snyk.io/vuln/SNYK-JS-JSREPORTCHROMEPDF-1037310,CVE-2020-7762,True,<1.10.0 ,https://github.com/jsreport/jsreport-chrome-pdf/commit/6750b2f77d05cb843aefc1c4a98097a3bd33a6a2
Regular Expression Denial of Service (ReDoS),@absolunet/kafe,https://security.snyk.io/vuln/SNYK-JS-ABSOLUNETKAFE-1017403,CVE-2020-7761,False,<3.2.10 ,https://github.com/absolunet/kafe/commit/c644c798bfcdc1b0bbb1f0ca59e2e2664ff3fdd0#diff-f0f4b5b19ad46588ae9d7dc1889f681252b0698a4ead3a77b7c7d127ee657857
Arbitrary File Read,phantom-html-to-pdf,https://security.snyk.io/vuln/SNYK-JS-PHANTOMHTMLTOPDF-1023598,CVE-2020-7763,True,<0.6.1 ,https://github.com/pofider/phantom-html-to-pdf/commit/b5d2da2639a49a95e0bdb3bc0c987cb6406b8259
Prototype Pollution,json8,https://security.snyk.io/vuln/SNYK-JS-JSON8-1017116,CVE-2020-7770,False,<1.0.3 ,https://github.com/sonnyp/JSON8/commit/2e890261b66cbc54ae01d0c79c71b0fd18379e7e
Regular Expression Denial of Service (ReDoS),codemirror,https://security.snyk.io/vuln/SNYK-JS-CODEMIRROR-1016937,CVE-2020-7760,True,<5.58.2 ,https://github.com/codemirror/CodeMirror/commit/55d0333907117c9231ffdf555ae8824705993bbb
Server-side Request Forgery (SSRF),strapi,https://security.snyk.io/vuln/SNYK-JS-STRAPI-1022256,CVE-2020-27664,False,<3.2.5 ,
Path Traversal,browserless-chrome,https://security.snyk.io/vuln/SNYK-JS-BROWSERLESSCHROME-1023657,CVE-2020-7758,True,<1.43.0 ,https://github.com/browserless/chrome/commit/848b87e5bea4f8473eea85261a5ff922d6ebd2b6
Path Traversal,droppy,https://security.snyk.io/vuln/SNYK-JS-DROPPY-1023656,CVE-2020-7757,True,* ,
Command Injection,systeminformation,https://security.snyk.io/vuln/SNYK-JS-SYSTEMINFORMATION-1023168,CVE-2020-26300,False,<4.26.2 ,https://github.com/sebhildebrandt/systeminformation/commit/bad372e654cdd549e7d786acbba0035ded54c607
Command Injection,systeminformation,https://security.snyk.io/vuln/SNYK-JS-SYSTEMINFORMATION-1023168,CVE-2020-26300,False,<4.26.2 ,https://github.com/sebhildebrandt/systeminformation/commit/bad372e654cdd549e7d786acbba0035ded54c607
Regular Expression Denial of Service (ReDoS),dat.gui,https://security.snyk.io/vuln/SNYK-JS-DATGUI-1016275,CVE-2020-7755,False,* ,
Regular Expression Denial of Service (ReDoS),trim,https://security.snyk.io/vuln/SNYK-JS-TRIM-1017038,CVE-2020-7753,True,<0.0.3 ,
Command Injection,systeminformation,https://security.snyk.io/vuln/SNYK-JS-SYSTEMINFORMATION-1021909,CVE-2020-7752,True,<4.27.11 ,https://github.com/sebhildebrandt/systeminformation/commit/931fecaec2c1a7dcc10457bb8cd552d08089da61
Improper Authorization,strapi-plugin-content-type-builder,https://security.snyk.io/vuln/SNYK-JS-STRAPIPLUGINCONTENTTYPEBUILDER-1021616,CVE-2020-27665,False,<3.2.5 ,
Cross-site Scripting (XSS),strapi-plugin-content-manager,https://security.snyk.io/vuln/SNYK-JS-STRAPIPLUGINCONTENTMANAGER-1021615,CVE-2020-27666,False,<3.2.5 ,
Operation on a Resource after Expiration or Release,parse-server,https://security.snyk.io/vuln/SNYK-JS-PARSESERVER-1021232,CVE-2020-15270,False,<4.4.0 ,https://github.com/parse-community/parse-server/commit/78b59fb26b1c36e3cdbd42ba9fec025003267f58
Cross-site Scripting (XSS),scratch-svg-renderer,https://security.snyk.io/vuln/SNYK-JS-SCRATCHSVGRENDERER-1020497,CVE-2020-7750,False,<0.2.0-prerelease.20201019174008 ,https://github.com/LLK/scratch-svg-renderer/commit/9ebf57588aa596c4fa3bb64209e10ade395aee90
Access Restriction Bypass,webpack-subresource-integrity,https://security.snyk.io/vuln/SNYK-JS-WEBPACKSUBRESOURCEINTEGRITY-1019475,CVE-2020-15262,False,>=1.5.0 <1.5.1 ,
Server-side Request Forgery (SSRF),osm-static-maps,https://security.snyk.io/vuln/SNYK-JS-OSMSTATICMAPS-609637,CVE-2020-7749,True,<3.9.0 ,
Prototype Pollution,@tsed/core,https://security.snyk.io/vuln/SNYK-JS-TSEDCORE-1019382,CVE-2020-7748,True,<5.65.7 ,https://github.com/TypedProject/tsed/commit/1395773ddac35926cf058fc6da9fb8e82266761b
Cross-site Scripting (XSS),lightning-server,https://security.snyk.io/vuln/SNYK-JS-LIGHTNINGSERVER-1019381,CVE-2020-7747,True,* ,
Prototype Pollution,chart.js,https://security.snyk.io/vuln/SNYK-JS-CHARTJS-1018716,CVE-2020-7746,False,<2.9.4 ,
Regular Expression Denial of Service (ReDoS),npm-user-validate,https://security.snyk.io/vuln/SNYK-JS-NPMUSERVALIDATE-1019352,CVE-2020-7754,False,<1.0.1 ,https://github.com/npm/npm-user-validate/commit/c8a87dac1a4cc6988b5418f30411a8669bef204e
Prototype Pollution,mathjs,https://security.snyk.io/vuln/SNYK-JS-MATHJS-1016401,CVE-2020-7743,False,<7.5.1 ,https://github.com/josdejong/mathjs/commit/ecb80514e80bce4e6ec7e71db8ff79954f07c57e
Open Redirect,next,https://security.snyk.io/vuln/SNYK-JS-NEXT-1063481,CVE-2020-15242,False,>=9.5.0 <9.5.4 ,
Cross-site Scripting (XSS),dompurify,https://security.snyk.io/vuln/SNYK-JS-DOMPURIFY-1016634,CVE-2020-26870,False,<2.0.17 ,https://github.com/cure53/DOMPurify/commit/02724b8eb048dd219d6725b05c3000936f11d62d
Improper Restriction of Rendered UI Layers or Frames,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1016273,CVE-2020-15174,False,>=8.0.0-beta.0 <8.5.1 >=9.0.0-beta.0 <9.3.0 >=10.0.0-beta.0 <10.0.1 >=11.0.0-beta.0 <11.0.0-beta.1 ,
Prototype Pollution,simpl-schema,https://security.snyk.io/vuln/SNYK-JS-SIMPLSCHEMA-1016157,CVE-2020-7742,True,<1.10.2 ,
Improper Access Control,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-1016271,CVE-2020-15215,False,>=8.0.0-beta.0 <8.5.2 >=9.0.0-beta.0 <9.3.1 >=10.0.0-beta.0 <10.1.2 >=11.0.0-beta.0 <11.0.0-beta.6 ,
Cross-site Scripting (XSS),hellojs,https://security.snyk.io/vuln/SNYK-JS-HELLOJS-1014546,CVE-2020-7741,False,<1.18.6 ,
Prototype Pollution,json-pointer,https://security.snyk.io/vuln/SNYK-JS-JSONPOINTER-596925,CVE-2020-7709,True,<0.6.1 ,
Server-Side Request Forgery (SSRF),node-pdf-generator,https://security.snyk.io/vuln/SNYK-JS-NODEPDFGENERATOR-609636,CVE-2020-7740,True,* ,
Server-side Request Forgery (SSRF),phantomjs-seo,https://security.snyk.io/vuln/SNYK-JS-PHANTOMJSSEO-609638,CVE-2020-7739,True,* ,
File Type Restriction Bypass,socket.io-file,https://security.snyk.io/vuln/SNYK-JS-SOCKETIOFILE-1015597,CVE-2020-24807,False,* ,
Improper Input Validation,@actions/core,https://security.snyk.io/vuln/SNYK-JS-ACTIONSCORE-1015402,CVE-2020-15228,False,<1.2.6 ,
Prototype Pollution,bmoor,https://security.snyk.io/vuln/SNYK-JS-BMOOR-598664,CVE-2020-7736,False,<0.8.12 ,
Cross-site Scripting (XSS),bootstrap-select,https://security.snyk.io/vuln/SNYK-JS-BOOTSTRAPSELECT-1014662,CVE-2019-20921,False,<1.13.6 ,
Information Exposure,nats.ws,https://security.snyk.io/vuln/SNYK-JS-NATSWS-1014647,CVE-2020-26149,False,<1.0.0-111 ,https://github.com/nats-io/nats.deno/commit/e7c566eb9941cd07bfd891a6965bd4e46cbdc8c3
Command Injection,ng-packagr,https://security.snyk.io/vuln/SNYK-JS-NGPACKAGR-1012427,CVE-2020-7735,False,<10.1.1 ,https://github.com/ng-packagr/ng-packagr/commit/bda0fff3443301f252930a73fdc8fb9502de596d
Cross-site Scripting (XSS),joplin,https://security.snyk.io/vuln/SNYK-JS-JOPLIN-1012726,CVE-2020-15930,False,<1.1.4 ,
Cross-site Scripting (XSS),react-native-webview,https://security.snyk.io/vuln/SNYK-JS-REACTNATIVEWEBVIEW-1011954,CVE-2020-6506,False,<11.0.0 ,
Arbitrary Code Execution,shiba,https://security.snyk.io/vuln/SNYK-JS-SHIBA-596466,CVE-2020-7738,False,* ,
