Vulnerability,Package Name,Details Page,CVE,POC Available,Affected Version,Github Link
Path Traversal,binocular-lamp,https://security.snyk.io/vuln/npm:binocular-lamp:20180226,,True,* ,
Path Traversal,wuzhuang,https://security.snyk.io/vuln/npm:wuzhuang:20180226,,True,* ,
Path Traversal,micra,https://security.snyk.io/vuln/npm:micra:20180226,,True,* ,
Path Traversal,static-cling,https://security.snyk.io/vuln/npm:static-cling:20180226,,True,* ,
Path Traversal,html-pages,https://security.snyk.io/vuln/npm:html-pages:20180226,,True,* ,
Path Traversal,atropa-server,https://security.snyk.io/vuln/npm:atropa-server:20180226,,True,* ,
Path Traversal,aso-server,https://security.snyk.io/vuln/npm:aso-server:20180226,,True,* ,
Path Traversal,stattic,https://security.snyk.io/vuln/npm:stattic:20180226,,True,* ,
Path Traversal,server-static,https://security.snyk.io/vuln/npm:server-static:20180226,,True,* ,
Path Traversal,bruteser,https://security.snyk.io/vuln/npm:bruteser:20180226,,True,* ,
Path Traversal,glurp,https://security.snyk.io/vuln/npm:glurp:20180226,,True,* ,
Path Traversal,btnode,https://security.snyk.io/vuln/npm:btnode:20180226,,True,* ,
Path Traversal,fast-http,https://security.snyk.io/vuln/npm:fast-http:20180226,,True,* ,
Path Traversal,markdown-server,https://security.snyk.io/vuln/npm:markdown-server:20180226,,True,* ,
Path Traversal,less-livereload,https://security.snyk.io/vuln/npm:less-livereload:20180226,,True,* ,
Path Traversal,lab6-wclaibor,https://security.snyk.io/vuln/npm:lab6-wclaibor:20180226,,True,* ,
Path Traversal,grunt-serve,https://security.snyk.io/vuln/npm:grunt-serve:20180226,,True,* ,
Path Traversal,grunt-fileserver,https://security.snyk.io/vuln/npm:grunt-fileserver:20180226,,True,* ,
Path Traversal,wenluhong11,https://security.snyk.io/vuln/npm:wenluhong11:20180226,,True,* ,
Path Traversal,servedir,https://security.snyk.io/vuln/npm:servedir:20180226,,True,<1.0.1 ,
Prototype Pollution,merge-deep,https://security.snyk.io/vuln/npm:merge-deep:20180215,CVE-2018-3722,True,<3.0.1 ,
Prototype Pollution,assign-deep,https://security.snyk.io/vuln/npm:assign-deep:20180215,CVE-2018-3720,True,<0.4.7 ,
Prototype Pollution,lodash,https://security.snyk.io/vuln/npm:lodash:20180130,CVE-2018-3721,True,<4.17.5 ,https://github.com/lodash/lodash/commit/d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a
Command Injection,pullit,https://security.snyk.io/vuln/npm:pullit:20180214,,True,<1.4.0 ,"https:\u002F\u002Fgithub.com\u002Fjkup\u002Fpullit\u002Fcommit\u002F4fec455774ee08f4dce0ef2ef934ffcc37219bfb)"",severity:""high"",packageName:e,packageManager:f,publicationTime:""2018-02-14T13:22:50Z"",disclosureTime:""2018-02-13T22:00:00Z"",credit:[g],identifiers:{ALTERNATIVE:[""SNYK-JS-PULLIT-10883""],CVE:[],CWE:[""CWE-94""],NSP:[1004]},semver:{vulnerable:[h]},CVSSv3:""CVSS:3.1\u002FAV:N\u002FAC:L\u002FPR:N\u002FUI:R\u002FS:U\u002FC:H\u002FI:H\u002FA:H\u002FE:F\u002FRL:O\u002FRC:C"",cvssScore:8.8,language:""js"",socialTrendAlert:a,proprietary:a,breadcrumbItems:[{url:""\u002Fvulns"",label:""Snyk Vulnerability Database""},{label:f,url:""\u002Fvulns?type=npm""},{label:e,testHook:""filter""}],vulnDescription:{""Overview\r"":""\u003Cp\u003E\u003Ca href=\""https:\u002F\u002Fwww.npmjs.com\u002Fpackage\u002Fpullit\""\u003E\u003Ccode\u003Epullit\u003C\u002Fcode\u003E\u003C\u002Fa\u003E is Display and pull branches from GitHub pull requests.\u003C\u002Fp\u003"
Prototype Pollution,hoek,https://security.snyk.io/vuln/npm:hoek:20180212,CVE-2018-3728,True,<4.2.1 >=5.0.0 <5.0.3 ,https://github.com/hapijs/hoek/commit/32ed5c9413321fbc37da5ca81a7cbab693786dee
Prototype Pollution,@sailshq/lodash,https://security.snyk.io/vuln/SNYK-JS-SAILSHQLODASH-460130,CVE-2018-3721,True,<3.10.4 ,https://github.com/lodash/lodash/commit/d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a
Prototype Pollution,lodash.mergewith,https://security.snyk.io/vuln/SNYK-JS-LODASHMERGEWITH-174137,CVE-2018-3721,True,<4.6.1 ,https://github.com/lodash/lodash/commit/d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a
Prototype Pollution,lodash.merge,https://security.snyk.io/vuln/SNYK-JS-LODASHMERGE-173733,CVE-2018-3721,True,<4.6.2 ,https://github.com/lodash/lodash/commit/d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a
Prototype Pollution,lodash.defaultsdeep,https://security.snyk.io/vuln/SNYK-JS-LODASHDEFAULTSDEEP-450198,CVE-2018-3721,True,<4.6.1 ,https://github.com/lodash/lodash/commit/d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a
Prototype Pollution,lodash._basemerge,https://security.snyk.io/vuln/SNYK-JS-LODASHBASEMERGE-450201,CVE-2018-3721,True,* ,https://github.com/lodash/lodash/commit/d8e069cc3410082e44eb18fcf8e7f3d08ebe1d4a
Command Injection,traceroute,https://security.snyk.io/vuln/npm:traceroute:20160311,,True,<=1.0.0 ,https://github.com/jaw187/node-traceroute/commit/b99ee024a01a40d3d20a92ad3769cc78a3f6386f
Code Injection,sandbox,https://security.snyk.io/vuln/npm:sandbox:20160821,,True,* ,
Code Injection,pg,https://security.snyk.io/vuln/npm:pg:20170813,CVE-2017-16082,True,<2.11.2 >=3.0.0 <3.6.4 >=4.0.0 <4.5.7 >=5.0.0 <5.2.1 >=6.0.0 <6.0.5 >=6.1.0 <6.1.6 >=6.2.0 <6.2.5 >=6.3.0 <6.3.3 >=6.4.0 <6.4.2 >=7.0.0 <7.0.2 >=7.1.0 <7.1.2 ,
Path Traversal,hechatroom,https://security.snyk.io/vuln/npm:hechatroom:20170730,,True,* ,
Path Traversal,ghod5servercs360,https://security.snyk.io/vuln/npm:ghod5servercs360:20170730,,True,* ,
Path Traversal,shenliru,https://security.snyk.io/vuln/npm:shenliru:20170612,CVE-2017-16161,True,* ,
Path Traversal,lab6drewfusbyu,https://security.snyk.io/vuln/npm:lab6drewfusbyu:20170612,CVE-2017-16141,True,* ,
Path Traversal,simple-npm-registry,https://security.snyk.io/vuln/npm:simple-npm-registry:20170612,CVE-2017-16132,True,* ,
Path Traversal,caolilinode,https://security.snyk.io/vuln/npm:caolilinode:20170617,CVE-2017-16159,True,* ,
Path Traversal,http_static_simple,https://security.snyk.io/vuln/npm:http_static_simple:20170612,CVE-2017-16134,True,* ,
Path Traversal,chatbyvista,https://security.snyk.io/vuln/npm:chatbyvista:20170612,CVE-2017-16177,True,* ,
Path Traversal,elding,https://security.snyk.io/vuln/npm:elding:20170525,CVE-2017-16222,True,* ,
Path Traversal,scott-blanch-weather-app,https://security.snyk.io/vuln/npm:scott-blanch-weather-app:20170505,CVE-2017-16184,True,* ,
Path Traversal,jikes,https://security.snyk.io/vuln/npm:jikes:20170518,CVE-2017-16139,True,* ,
Path Traversal,byucslabsix,https://security.snyk.io/vuln/npm:byucslabsix:20170525,CVE-2017-16166,True,* ,
Path Traversal,yzt,https://security.snyk.io/vuln/npm:yzt:20170509,CVE-2017-16221,True,* ,
Path Traversal,yttivy,https://security.snyk.io/vuln/npm:yttivy:20170521,CVE-2017-16219,True,* ,
Path Traversal,xtalk,https://security.snyk.io/vuln/npm:xtalk:20170418,CVE-2017-16091,True,* ,
Path Traversal,xiongrui-httpserver,https://security.snyk.io/vuln/npm:xiongrui-httpserver:20170504,,True,* ,
Path Traversal,thrushs,https://security.snyk.io/vuln/npm:thrushs:20170427,,True,* ,
Path Traversal,whispercast,https://security.snyk.io/vuln/npm:whispercast:20170511,CVE-2017-16174,True,* ,
Path Traversal,uv-tj-demo,https://security.snyk.io/vuln/npm:uv-tj-demo:20170509,CVE-2017-16200,True,* ,
Path Traversal,utahcityfinder,https://security.snyk.io/vuln/npm:utahcityfinder:20170510,CVE-2017-16173,True,* ,
Path Traversal,unicorn-list,https://security.snyk.io/vuln/npm:unicorn-list:20170510,CVE-2017-16131,True,* ,
Path Traversal,wenluhong1,https://security.snyk.io/vuln/npm:wenluhong1:20170509,,True,* ,
Path Traversal,tiny-http,https://security.snyk.io/vuln/npm:tiny-http:20170418,CVE-2017-16097,True,* ,
Path Traversal,tencent-server,https://security.snyk.io/vuln/npm:tencent-server:20170503,CVE-2017-16216,True,* ,
Path Traversal,sspa,https://security.snyk.io/vuln/npm:sspa:20170510,CVE-2017-16145,True,* ,
Path Traversal,sly07,https://security.snyk.io/vuln/npm:sly07:20170518,CVE-2017-16189,True,* ,
Path Traversal,reecerver,https://security.snyk.io/vuln/npm:reecerver:20170425,CVE-2017-16188,True,* ,
Path Traversal,quickserver,https://security.snyk.io/vuln/npm:quickserver:20170425,CVE-2017-16196,True,* ,
Path Traversal,qinserve,https://security.snyk.io/vuln/npm:qinserve:20170510,CVE-2017-16197,True,* ,
Path Traversal,picard,https://security.snyk.io/vuln/npm:picard:20170510,CVE-2017-16194,True,* ,
Command Injection,pidusage,https://security.snyk.io/vuln/npm:pidusage:20170605,CVE-2017-16034,True,<1.1.5 ,"https://github.com/soyuka/pidusage/commit/b70eca15f7ca7f1b82a15f8a5d4bb48737f5a89d)"",severity:""high"",packageName:e,packageManager:f,publicationTime:""2017-06-07T12:36:55Z"",disclosureTime:""2017-06-05T21:00:00Z"",credit:[g],identifiers:{ALTERNATIVE:[""SNYK-JS-PIDUSAGE-10633""],CVE:[""CVE-2017-1000220"",""CVE-2017-16034""],CWE:[""CWE-77""],GHSA:[""GHSA-hfq9-rfpv-j8r8""],NSP:[356]},semver:{vulnerable:[h]},CVSSv3:""CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:F/RL:O/RC:C"",cvssScore:8.4,language:""js"",socialTrendAlert:a,proprietary:a,breadcrumbItems:[{url:""/vulns"",label:""Snyk Vulnerability Database""},{label:f,url:""/vulns?type=npm""},{label:e,testHook:""filter""}],vulnDescription:{""Overview"":""<p><a href=""https://www.npmjs.com/package/pidusage""><code>pidusage</code></a> is a package for Cross-platform process cpu % and memory usage of a PID"
Path Traversal,node-server-forfront,https://security.snyk.io/vuln/npm:node-server-forfront:20170521,CVE-2017-16124,True,* ,
Path Traversal,mockserve,https://security.snyk.io/vuln/npm:mockserve:20170423,CVE-2017-16146,True,* ,
Path Traversal,nodeload-nmickuli,https://security.snyk.io/vuln/npm:nodeload-nmickuli:20170418,,True,* ,
Path Traversal,jn_jj_server,https://security.snyk.io/vuln/npm:jn_jj_server:20170422,CVE-2017-16210,True,* ,
Path Traversal,jansenstuffpleasework,https://security.snyk.io/vuln/npm:jansenstuffpleasework:20170518,CVE-2017-16176,True,* ,
Path Traversal,iter-server,https://security.snyk.io/vuln/npm:iter-server:20170511,CVE-2017-16183,True,* ,
Path Traversal,iter-http,https://security.snyk.io/vuln/npm:iter-http:20170418,CVE-2017-16094,True,* ,
Path Traversal,hcbserver,https://security.snyk.io/vuln/npm:hcbserver:20170429,CVE-2017-16171,True,* ,
Path Traversal,gomeplus-h5-proxy,https://security.snyk.io/vuln/npm:gomeplus-h5-proxy:20170429,CVE-2017-16037,True,* ,
Path Traversal,enserver,https://security.snyk.io/vuln/npm:enserver:20170516,CVE-2017-16209,True,* ,
Path Traversal,easyquick,https://security.snyk.io/vuln/npm:easyquick:20170418,CVE-2017-16109,True,* ,
Path Traversal,earlybird,https://security.snyk.io/vuln/npm:earlybird:20170418,CVE-2017-16154,True,* ,
Path Traversal,desafio,https://security.snyk.io/vuln/npm:desafio:20170429,CVE-2017-16164,True,* ,
Path Traversal,dcserver,https://security.snyk.io/vuln/npm:dcserver:20170516,CVE-2017-16158,True,* ,
Path Traversal,dasafio,https://security.snyk.io/vuln/npm:dasafio:20170509,CVE-2017-16179,True,* ,
Path Traversal,city-weather-abe,https://security.snyk.io/vuln/npm:city-weather-abe:20170521,,True,* ,
Path Traversal,badjs-sourcemap-server,https://security.snyk.io/vuln/npm:badjs-sourcemap-server:20170418,CVE-2017-16036,True,* ,
Path Traversal,list-n-stream,https://security.snyk.io/vuln/npm:list-n-stream:20170418,CVE-2017-16084,True,<0.0.11 ,https:\u002F\u002Fgithub.com\u002FKoryNunn\u002Flist-n-stream\u002Fcommit\u002F99b0b40b34aaedfcdf25da46bef0a06b9c47fb59)\
