Vulnerability,Package Name,Details Page,CVE,POC Available,Affected Version,Github Link
Regular Expression Denial of Service (ReDoS),websocket-extensions,https://security.snyk.io/vuln/SNYK-JS-WEBSOCKETEXTENSIONS-570623,CVE-2020-7663,True,<0.1.4 ,https://github.com/faye/websocket-extensions-node/commit/29496f6838bfadfe5a2f85dff33ed0ba33873237
Insufficient Input Validation,bson-objectid,https://security.snyk.io/vuln/SNYK-JS-BSONOBJECTID-570765,CVE-2019-19729,True,* ,
Directory Traversal,snyk-broker,https://security.snyk.io/vuln/SNYK-JS-SNYKBROKER-570608,CVE-2020-7649,False,<4.73.0 ,https://github.com/snyk/broker/commit/90e0bac07a800b7c4c6646097c9c89d6b878b429
Information Exposure,appium,https://security.snyk.io/vuln/SNYK-JS-APPIUM-570540,,False,<1.18.0-beta.0 ,
Regular Expression Denial of Service (ReDoS),codemirror,https://security.snyk.io/vuln/SNYK-JS-CODEMIRROR-569611,,False,<5.54.0 ,https://github.com/codemirror/CodeMirror/commit/890cb6bea3e73118d69f4e279da1dff57d7e4627
Cross-site Scripting (XSS),bootstrap-select,https://security.snyk.io/vuln/SNYK-JS-BOOTSTRAPSELECT-570457,,True,<1.13.6 ,
Signature Validation Bypass,electron-updater,https://security.snyk.io/vuln/SNYK-JS-ELECTRONUPDATER-567704,,False,<4.3.1 ,
Cross-site Scripting (XSS),markdown-to-jsx,https://security.snyk.io/vuln/SNYK-JS-MARKDOWNTOJSX-570059,,False,<6.11.4 ,https://github.com/probablyup/markdown-to-jsx/commit/105d6a6998f9fb23795843355da4a7ed1e106a29
Insecure Configuration,vega-embed,https://security.snyk.io/vuln/SNYK-JS-VEGAEMBED-567898,,False,<6.7.0 ,https://github.com/vega/vega-embed/commit/9ec8ecd8c3fb593e13f58e48539d0f7698dd64ba
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-570624,CVE-2020-6467,False,<8.3.1 ,
Type Confusion,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-570833,CVE-2020-6468,True,<7.3.1 ,
Arbitrary Code Execution,front-matter,https://security.snyk.io/vuln/SNYK-JS-FRONTMATTER-569103,,False,<4.0.1 ,https://github.com/jxson/front-matter/commit/1d9094f639f302d932d3a041cc215bbfcc6db51e
Improper Output Neutralization for Logs,generator-jhipster,https://security.snyk.io/vuln/SNYK-JS-GENERATORJHIPSTER-568301,,False,<6.9.0 ,https://github.com/jhipster/generator-jhipster/commit/579af972bbde63a0691cb2769b7365b832ccfac4
Cryptographic Issues,openpgp,https://security.snyk.io/vuln/SNYK-JS-OPENPGP-569476,,False,<0.10.0 ,
Denial of Service (DoS),http-proxy,https://security.snyk.io/vuln/SNYK-JS-HTTPPROXY-569139,,True,<1.18.1 ,
Buffer Overflow,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-569122,CVE-2020-6831,False,>=6.0.0 <6.1.12 >=7.0.0 <7.3.0 >=8.0.0 <8.3.0 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-569120,CVE-2020-6463,False,>=6.0.0 <6.1.12 >=7.0.0 <7.3.0 >=8.0.0 <8.3.0 ,
Improper Validation,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-569117,CVE-2020-6460,False,>=6.0.0 <6.1.12 >=7.0.0 <7.3.0 >=8.0.0 <8.3.0 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-569114,CVE-2020-6459,False,>=6.0.0 <6.1.12 >=7.0.0 <7.3.0 >=8.0.0 <8.3.0 ,
Cross-site Scripting (XSS),summernote,https://security.snyk.io/vuln/SNYK-JS-SUMMERNOTE-568471,,False,* ,
Prototype Pollution,objutil,https://security.snyk.io/vuln/SNYK-JS-OBJUTIL-559496,,True,* ,
DLL Injection,kerberos,https://security.snyk.io/vuln/SNYK-JS-KERBEROS-568900,CVE-2020-13110,True,<1.0.0 ,
Cross-site Scripting (XSS),buefy,https://security.snyk.io/vuln/SNYK-JS-BUEFY-567814,,False,<0.8.18 ,https://github.com/buefy/buefy/commit/f0ff2ae65fee34e247e74e6ab4881c929928c066
Type Confusion,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-569113,CVE-2020-6464,False,>=6.0.0 <6.1.12 >=7.0.0 <7.3.0 >=8.0.0 <8.3.0 ,
Cross-site Scripting (XSS),instantsearch.js,https://security.snyk.io/vuln/SNYK-JS-INSTANTSEARCHJS-568472,,True,<4.3.1 ,https://github.com/algolia/instantsearch.js/commit/8552221eff17a4ae5ba9c454054b0eb6e002934d
Out-of-bounds Write,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-568790,CVE-2020-6458,False,>=7.0.0 <7.3.0 >=8.0.0 <8.3.0 ,
Regular Expression Denial of Service (ReDoS),markdown,https://security.snyk.io/vuln/SNYK-JS-MARKDOWN-560793,,True,* ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-569042,CVE-2020-6461,False,>=6.0.0 <6.1.12 >=7.0.0 <7.3.0 >=8.0.0 <8.3.0 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-569099,CVE-2020-6462,False,>=6.0.0 <6.1.12 >=7.0.0 <7.3.0 >=8.0.0 <8.3.0 ,https://github.com/electron/electron/pull/23519#issuecomment-627758777
Improper Access Control,faye,https://security.snyk.io/vuln/SNYK-JS-FAYE-567757,CVE-2020-11020,False,<1.0.4 >=1.1.0 <1.1.3 >=1.2.0 <1.2.5 ,https://github.com/faye/faye/commit/3e22055d314f3dfb4e087cccedd40b21c91788a8
Prototype Pollution,handlebars,https://security.snyk.io/vuln/SNYK-JS-HANDLEBARS-567742,,False,<4.6.0 ,
Remote Code Execution (RCE),git-promise,https://security.snyk.io/vuln/SNYK-JS-GITPROMISE-567476,,True,<1.0.0 ,https://github.com/piuccio/git-promise/commit/ce122adb7b7ceae3813abeedadf73d57a67d39ba
Cross-Site Request Forgery (CSRF),faye,https://security.snyk.io/vuln/SNYK-JS-FAYE-567269,,False,<1.1.0 ,https://github.com/faye/faye/commit/de93b9d1bb7397631d8357325b4af665f8c1f1e1
Arbitrary File Read,macaddress,https://security.snyk.io/vuln/SNYK-JS-MACADDRESS-567156,,False,<0.4.3 ,https://github.com/scravy/node-macaddress/commit/ca9e24df906c9066d49fba658e35ce44584552c7
Cross-site Scripting (XSS),froala-editor,https://security.snyk.io/vuln/SNYK-JS-FROALAEDITOR-598256,CVE-2019-19935,False,<3.2.2 ,https://github.com/froala/wysiwyg-editor/commit/eb1ccbd0f4004427bfaff1450b6187c6d2cfb9eb
Command Injection,gry,https://security.snyk.io/vuln/SNYK-JS-GRY-566987,,True,<6.0.0 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-569109,CVE-2020-6457,False,>=6.0.0 <6.1.12 >=7.0.0 <7.3.0 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-565571,CVE-2020-6429,False,<6.1.10 >=7.0.0 <7.2.2 >=8.0.0 <8.2.0 ,
Buffer Underflow,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-565488,,False,<6.1.10 >=7.0.0 <7.2.2 >=8.0.0-beta.1 <8.2.0 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-565490,,False,<6.1.10 >=7.0.0 <7.2.2 >=8.0.0-beta.1 <8.2.0 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-565705,,False,<6.1.10 >=7.0.0 <7.2.2 >=8.0.0-beta.1 <8.0.0-beta.6 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-565709,,False,<6.1.10 >=7.0.0 <7.2.2 >=8.0.0-beta.1 <8.2.1 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-565494,,False,<6.1.10 >=7.0.0 <7.2.2 >=8.0.0-beta.1 <8.2.1 ,
Site Isolation Bypass,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-565713,,False,<7.2.2 >=8.0.0-beta.1 <8.2.1 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-565364,CVE-2020-6422,False,>=7.0.0 <7.2.2 >=8.0.0 <8.2.1 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-565366,CVE-2020-6428,False,<6.1.10 >=7.0.0 <7.2.2 >=8.0.0 <8.2.1 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-565368,CVE-2020-6449,False,<6.1.10 >=7.0.0 <7.2.2 >=8.0.0 <8.2.1 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-575475,CVE-2020-6454,False,>=8.0.0 <8.4.0 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-565329,CVE-2020-6423,False,>=7.0.0 <7.2.2 >=8.0.0 <8.2.2 >=9.0.0-beta.1 <9.0.0-beta.10 ,
Improper Access Control,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-565362,CVE-2020-6426,False,<6.1.10 >=7.0.0 <7.2.2 >=8.0.0 <8.2.1 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-565441,CVE-2020-6427,False,>=8.0.0 <8.2.1 <7.2.2 ,
Command Injection,vizion,https://security.snyk.io/vuln/SNYK-JS-VIZION-565230,,False,<2.1.0 ,https://github.com/keymetrics/vizion/commit/15d7bbebffe0ad616623a5f3ffe65a503f7ade99
Malicious Package,m-backdoor,https://security.snyk.io/vuln/SNYK-JS-MBACKDOOR-565090,,False,* ,
Prototype Pollution,grunt-util-property,https://security.snyk.io/vuln/SNYK-JS-GRUNTUTILPROPERTY-565088,CVE-2020-7641,True,* ,
Cross-Site Request Forgery (CSRF),ghost,https://security.snyk.io/vuln/SNYK-JS-GHOST-564439,,False,<3.13.0 ,https://github.com/TryGhost/Ghost/commit/a701ee70239fb77943ab878ec87615d776218daa
Buffer Overflow,node-weakauras-parser,https://security.snyk.io/vuln/SNYK-JS-NODEWEAKAURASPARSER-564886,,False,>=1.0.4 <1.0.5 >=2.0.0 <2.0.2 >=3.0.0 <3.0.1 ,https://github.com/Zireael-N/node-weakauras-parser/commit/bc146da09db689e554d28e948f1cf1c138f09f69#diff-023afe6291ac9ada88788108cb3367b3R38-R43
Prototype Pollution,eivindfjeldstad-dot,https://security.snyk.io/vuln/SNYK-JS-EIVINDFJELDSTADDOT-564434,CVE-2020-7639,True,* ,https://github.com/eivindfjeldstad/dot/commit/774e4b0c97ca35d2ae40df2cd14428d37dd07a0b
Prototype Pollution,@eivifj/dot,https://security.snyk.io/vuln/SNYK-JS-EIVIFJDOT-564435,CVE-2020-7639,True,<1.0.3 ,https://github.com/eivindfjeldstad/dot/commit/774e4b0c97ca35d2ae40df2cd14428d37dd07a0b
Command Injection,apiconnect-cli-plugins,https://security.snyk.io/vuln/SNYK-JS-APICONNECTCLIPLUGINS-564427,CVE-2020-7633,True,>=1.0.1 ,
Heap Overflow,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-565051,CVE-2020-6452,False,<6.1.10 >=7.0.0 <7.2.2 >=8.0.0 <8.2.1 ,
Use After Free,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-564272,CVE-2020-6451,False,<6.1.10 >=7.0.0 <7.2.2 >=8.0.0 <8.2.1 ,
Regular Expression Denial of Service (ReDoS),papaparse,https://security.snyk.io/vuln/SNYK-JS-PAPAPARSE-564258,,False,<5.2.0 ,https://github.com/mholt/PapaParse/commit/235a12758cd77266d2e98fd715f53536b34ad621
Command Injection,effect,https://security.snyk.io/vuln/SNYK-JS-EFFECT-564256,CVE-2020-7624,True,* ,
Command Injection,git-add-remote,https://security.snyk.io/vuln/SNYK-JS-GITADDREMOTE-564269,CVE-2020-7630,True,* ,
Command Injection,op-browser,https://security.snyk.io/vuln/SNYK-JS-OPBROWSER-564259,CVE-2020-7625,True,<1.0.9 ,
Command Injection,karma-mojo,https://security.snyk.io/vuln/SNYK-JS-KARMAMOJO-564260,CVE-2020-7626,True,* ,
Command Injection,strong-nginx-controller,https://security.snyk.io/vuln/SNYK-JS-STRONGNGINXCONTROLLER-564248,CVE-2020-7621,True,* ,
Command Injection,jscover,https://security.snyk.io/vuln/SNYK-JS-JSCOVER-564250,CVE-2020-7623,False,* ,
Command Injection,install-package,https://security.snyk.io/vuln/SNYK-JS-INSTALLPACKAGE-564267,CVE-2020-7629,True,<0.4.1 ,
Command Injection,node-key-sender,https://security.snyk.io/vuln/SNYK-JS-NODEKEYSENDER-564261,CVE-2020-7627,True,* ,
Command Injection,karma-mojo,https://security.snyk.io/vuln/SNYK-JS-KARMAMOJO-564260,CVE-2020-7626,True,* ,
Command Injection,clamscan,https://security.snyk.io/vuln/SNYK-JS-CLAMSCAN-564113,CVE-2020-7613,True,<1.3.0 ,https://github.com/kylefarris/clamscan/commit/5f557c970817fe8c578ec3f7ad3bcbcef4cf5538
Timing Attack,jsrsasign,https://security.snyk.io/vuln/SNYK-JS-JSRSASIGN-561755,,False,<8.0.13 ,https://github.com/kjur/jsrsasign/commit/9dcb89c57408a3d4b5b66aa9138426bd92819e73
Regular Expression Denial of Service (ReDoS),mocha,https://security.snyk.io/vuln/SNYK-JS-MOCHA-561476,,False,<6.0.0 ,https://github.com/mochajs/mocha/commit/1a43d8b11a64e4e85fe2a61aed91c259bbbac559
Signature Validation Bypass,electron-updater,https://security.snyk.io/vuln/SNYK-JS-ELECTRONUPDATER-561421,,False,<4.2.2 ,
Regular Expression Denial of Service (ReDoS),prismjs,https://security.snyk.io/vuln/SNYK-JS-PRISMJS-561410,,False,<1.5.0 ,https://github.com/PrismJS/prism/commit/ab65be2
Cross-site Scripting (XSS),tui-editor,https://security.snyk.io/vuln/SNYK-JS-TUIEDITOR-561349,,True,>=0.0.0 ,
Cross-site Scripting (XSS),@toast-ui/editor,https://security.snyk.io/vuln/SNYK-JS-TOASTUIEDITOR-570416,,True,<2.1.0 ,
Improper Authentication,eth-ledger-bridge-keyring,https://security.snyk.io/vuln/SNYK-JS-ETHLEDGERBRIDGEKEYRING-561121,,False,<0.2.1 ,https://github.com/MetaMask/eth-ledger-bridge-keyring/commit/f32e529d13a53e55f558d903534d631846dc26ce
Improper Authentication,@metamask/eth-ledger-bridge-keyring,https://security.snyk.io/vuln/SNYK-JS-METAMASKETHLEDGERBRIDGEKEYRING-561120,,False,<0.2.2 ,https://github.com/MetaMask/eth-ledger-bridge-keyring/commit/f32e529d13a53e55f558d903534d631846dc26ce
Directory Traversal,sapper,https://security.snyk.io/vuln/SNYK-JS-SAPPER-561051,,True,<0.27.11 ,https://github.com/sveltejs/sapper/commit/63ffe9043170fbed8a5d260decfdc05e4440a555
Cross-site Sripting  (XSS),htmr,https://security.snyk.io/vuln/SNYK-JS-HTMR-560840,,True,<0.8.7 ,
Command Injection,blamer,https://security.snyk.io/vuln/SNYK-JS-BLAMER-559541,CVE-2019-10807,True,<1.0.1 ,https://github.com/kucherenko/blamer/commit/5fada8c9b6986ecd28942b724fa682e77ce1e11c
Out-of-bounds Read,electron,https://security.snyk.io/vuln/SNYK-JS-ELECTRON-565052,CVE-2019-20503,False,<6.1.10 >=7.0.0 <7.2.2 >=8.0.0 <8.2.0 ,https://github.com/sctplab/usrsctp/commit/790a7a2555aefb392a5a69923f1e9d17b4968467
Regular Expression Denial of Service (ReDoS),acorn,https://security.snyk.io/vuln/SNYK-JS-ACORN-559469,,False,>=5.5.0 <5.7.4 >=6.0.0 <6.4.1 >=7.0.0 <7.1.1 ,https://github.com/acornjs/acorn/commit/793c0e569ed1158672e3a40aeed1d8518832b802
Improper Access Control,vp-toolkit,https://security.snyk.io/vuln/SNYK-JS-VPTOOLKIT-559428,,False,<0.2.2 ,
Improper Access Control,vp-toolkit,https://security.snyk.io/vuln/SNYK-JS-VPTOOLKIT-559427,,False,<0.2.2 ,
Cross-site Scripting (XSS),jquery-confirm,https://security.snyk.io/vuln/SNYK-JS-JQUERYCONFIRM-548943,,True,* ,
Prototype Pollution,notevil,https://security.snyk.io/vuln/SNYK-JS-NOTEVIL-559176,,False,<1.3.3 ,
Improper Authorization,react-oauth-flow,https://security.snyk.io/vuln/SNYK-JS-REACTOAUTHFLOW-559019,,False,>=0.0.0 ,
Command Injection,push-dir,https://security.snyk.io/vuln/SNYK-JS-PUSHDIR-559009,CVE-2019-10803,True,* ,
Improper Integrity Checks,yarn,https://security.snyk.io/vuln/SNYK-JS-YARN-557182,CVE-2019-15608,False,<1.19 ,
Remote Code Execution (RCE),irc-framework,https://security.snyk.io/vuln/SNYK-JS-IRCFRAMEWORK-557137,,False,<4.7.0 ,
Remote Code Execution (RCE),discord-markdown,https://security.snyk.io/vuln/SNYK-JS-DISCORDMARKDOWN-552161,,False,<2.3.1 ,https://github.com/brussell98/discord-markdown/commit/7ce2eb66520815dcf5e97ef2bc8a2d5979da66e7
Prototype Pollution,undefsafe,https://security.snyk.io/vuln/SNYK-JS-UNDEFSAFE-548940,CVE-2019-10795,True,<2.0.3 ,https://github.com/remy/undefsafe/commit/f272681b3a50e2c4cbb6a8533795e1453382c822
Remote Code Execution (RCE),mongodb-query-parser,https://security.snyk.io/vuln/SNYK-JS-MONGODBQUERYPARSER-548939,,True,<2.0.0 ,https://github.com/mongodb-js/query-parser/commit/814b86b50665a3c2647c2f5d8c7f1b3ac3b54984
Denial of Service (DoS),@commercial/subtext,https://security.snyk.io/vuln/SNYK-JS-COMMERCIALSUBTEXT-548914,,False,>=5.1.1 <5.1.2 ,https://github.com/hapijs/subtext/commit/b55f5508e1688cc1024b75dc2301adb5c63ad4de
Prototype Pollution,@commercial/subtext,https://security.snyk.io/vuln/SNYK-JS-COMMERCIALSUBTEXT-548908,,False,<5.1.2 ,https://github.com/hapijs/subtext/commit/b55f5508e1688cc1024b75dc2301adb5c63ad4de
Prototype Pollution,@hapi/subtext,https://security.snyk.io/vuln/SNYK-JS-HAPISUBTEXT-548912,,False,<6.1.3 >=7.0.0 <7.0.3 ,https://github.com/hapijs/subtext/commit/0c1a3f6e3384324a4ac7a1cee36634e9bf2be9d8
Denial of Service (DoS),@hapi/subtext,https://security.snyk.io/vuln/SNYK-JS-HAPISUBTEXT-548916,,False,>=4.1.0 <6.1.3 >=7.0.0 <7.0.3 ,https://github.com/hapijs/subtext/commit/d21f9608043476c234c7a642777351a62301553d
Denial of Service (DoS),hapi,https://security.snyk.io/vuln/SNYK-JS-HAPI-548911,,False,* ,
Denial of Service (DoS),@hapi/ammo,https://security.snyk.io/vuln/SNYK-JS-HAPIAMMO-548918,,False,<3.1.2 >=4.0.0 <5.0.1 ,https://github.com/hapijs/ammo/commit/9b137633e20243110f8fec5e7401e33a54e2c968
Prototype Pollution,subtext,https://security.snyk.io/vuln/SNYK-JS-SUBTEXT-548913,,False,* ,
Denial of Service (DoS),subtext,https://security.snyk.io/vuln/SNYK-JS-SUBTEXT-548915,,False,>=4.1.0 ,
Denial of Service (DoS),@hapi/accept,https://security.snyk.io/vuln/SNYK-JS-HAPIACCEPT-548917,,False,>=3.2.0 <3.2.4 >=4.0.0 <5.0.1 ,https://github.com/hapijs/accept/commit/256272606ec21840a8669d65d94b64bcb5069f6b
Denial of Service (DoS),@commercial/ammo,https://security.snyk.io/vuln/SNYK-JS-COMMERCIALAMMO-548919,,False,<2.1.1 ,https://github.com/hapijs/ammo/commit/3a0c4a2064958d6e08263567481f57c9cff8afcd
Denial of Service (DoS),ammo,https://security.snyk.io/vuln/SNYK-JS-AMMO-548920,,False,* ,
Prototype Pollution,component-flatten,https://security.snyk.io/vuln/SNYK-JS-COMPONENTFLATTEN-548907,CVE-2019-10794,True,* ,
Prototype Pollution,dot-object,https://security.snyk.io/vuln/SNYK-JS-DOTOBJECT-548905,CVE-2019-10793,True,<2.1.3 ,https://github.com/rhalff/dot-object/commit/f76cff5fe6d01d30ce110d8f454db2e5bd28a7de
Access Restriction Bypass,marky-markdown,https://security.snyk.io/vuln/SNYK-JS-MARKYMARKDOWN-548872,,False,* ,
HTML Injection,marky-markdown,https://security.snyk.io/vuln/SNYK-JS-MARKYMARKDOWN-548871,,False,* ,
Arbitrary File Overwrite,yarn,https://security.snyk.io/vuln/SNYK-JS-YARN-548869,CVE-2020-8131,False,<1.22.0 ,https://github.com/yarnpkg/yarn/commit/0e7133ca28618513503b4e1d9063f1c18ea318e5
Insecure Randomness,crypto-js,https://security.snyk.io/vuln/SNYK-JS-CRYPTOJS-548472,,False,>=3.3.0 <4.0.0 <3.2.1 ,https://github.com/brix/crypto-js/pull/257/commits/e4ac157d8b75b962d6538fc0b996e5d4d5a9466b
Prototype Pollution,@hapi/hoek,https://security.snyk.io/vuln/SNYK-JS-HAPIHOEK-548452,,False,<8.5.1 >=9.0.0 <9.0.3 ,https://github.com/hapijs/hoek/commit/948baf98634a5c206875b67d11368f133034fa90
Command Injection,promise-probe,https://security.snyk.io/vuln/SNYK-JS-PROMISEPROBE-546816,CVE-2019-10791,True,<0.10.0 ,https://github.com/dottgonzo/node-promise-probe/commit/0d9affb67fc1ad985903536d35372cf55efe5a45
Unauthorised File Access,harp,https://security.snyk.io/vuln/SNYK-JS-HARP-544928,,False,<0.40.2 ,
Arbitrary Code Injection,listening-processes,https://security.snyk.io/vuln/SNYK-JS-LISTENINGPROCESSES-544025,,True,* ,
SQL Injection,increments,https://security.snyk.io/vuln/SNYK-JS-INCREMENTS-544024,,True,* ,
SQL Injection,@azhou/basemodel,https://security.snyk.io/vuln/SNYK-JS-AZHOUBASEMODEL-544026,,True,* ,
Insecure Cryptography Algorithm,simple-crypto-js,https://security.snyk.io/vuln/SNYK-JS-SIMPLECRYPTOJS-544027,,False,<2.3.0 ,
Command Injection,kill-port-process,https://security.snyk.io/vuln/SNYK-JS-KILLPORTPROCESS-543829,CVE-2019-15609,False,<2.2.0 ,
Cross-site Scripting (XSS),file-browser,https://security.snyk.io/vuln/SNYK-JS-FILEBROWSER-543672,,False,* ,
Directory Traversal,md-fileserver,https://security.snyk.io/vuln/SNYK-JS-MDFILESERVER-543671,,False,>=1.3.2 <1.4.0 ,
Directory Traversal,deliver-or-else,https://security.snyk.io/vuln/SNYK-JS-DELIVERORELSE-543670,,False,* ,
Command Injection,codecov,https://security.snyk.io/vuln/SNYK-JS-CODECOV-543183,CVE-2020-7596,True,<3.6.2 ,https://github.com/codecov/codecov-node/commit/2f4eff90dd21e58dd56074dc4933b15a91373de6
Cross-site Scripting (XSS),primeng,https://security.snyk.io/vuln/SNYK-JS-PRIMENG-537902,,False,<9.0.0-rc.3 ,https://github.com/primefaces/primeng/commit/538f389856e734ce0be5a1770c1f87bba9d38186
Denial of Service (DoS),sequelize,https://security.snyk.io/vuln/SNYK-JS-SEQUELIZE-543029,,False,<4.44.4 ,
Insecure Encryption,parsel,https://security.snyk.io/vuln/SNYK-JS-PARSEL-543171,CVE-2020-6762,False,>=0.0.0 ,
Insecure Encryption,parsel,https://security.snyk.io/vuln/SNYK-JS-PARSEL-543172,CVE-2020-6763,False,>=0.0.0 ,
Denial of Service (DoS),node-sass,https://security.snyk.io/vuln/SNYK-JS-NODESASS-542662,,False,>=3.3.0 <4.13.1 ,https://github.com/sass/node-sass/commit/338fd7a14d3b8bd374a382336df16f9c6792b884
Malicious 󠅮󠅰󠅭Package,1337qq-js,https://security.snyk.io/vuln/SNYK-JS-1337QQJS-541596,,False,>=0.0.0 ,
Cross-site Scripting (XSS),hexo-admin,https://security.snyk.io/vuln/SNYK-JS-HEXOADMIN-541512,,False,* ,
Remote Code Execution (RCE),meta-git,https://security.snyk.io/vuln/SNYK-JS-METAGIT-541513,,False,* ,
Remote Code Execution (RCE),npm-git-publish,https://security.snyk.io/vuln/SNYK-JS-NPMGITPUBLISH-541508,,False,* ,
Directory Traversal,total.js,https://security.snyk.io/vuln/SNYK-JS-TOTALJS-537824,,False,<3.3.3 ,https://github.com/totaljs/framework/commit/fa6a0d7e3c256ae9b892a30273c5fe77fc99ffb5
Cross-site Scripting (XSS),@hapi/boom,https://security.snyk.io/vuln/SNYK-JS-HAPIBOOM-541183,,False,<0.3.8 ,https://github.com/hapijs/boom/commit/0f8640bdba65aec6e6799bfc16ff5753150bfcaf
Cross-site Scripting (XSS),hellojs,https://security.snyk.io/vuln/SNYK-JS-HELLOJS-540823,,False,<1.18.2 ,
Arbitrary Code Injection,soletta-dev-app,https://security.snyk.io/vuln/SNYK-JS-SOLETTADEVAPP-459558,,False,* ,
Out-of-bounds Read,node-sass,https://security.snyk.io/vuln/SNYK-JS-NODESASS-540996,CVE-2018-11698,False,<3.6.0 ,https://github.com/sass/libsass/commit/8f40dc03e5ab5a8b2ebeb72b31f8d1adbb2fd6ae
Out-of-bounds Read,node-sass,https://security.snyk.io/vuln/SNYK-JS-NODESASS-540984,CVE-2017-11605,False,<4.3.0 ,
NULL Pointer Dereference,node-sass,https://security.snyk.io/vuln/SNYK-JS-NODESASS-540994,CVE-2018-19797,False,<3.6.0 ,https://github.com/sass/libsass/commit/e94b5f91ec372a84be1f9c0da32cb6e0af0b99fe
Out-of-bounds Read,node-sass,https://security.snyk.io/vuln/SNYK-JS-NODESASS-541002,CVE-2018-19839,False,* ,https://github.com/sass/libsass/commit/2cabd116b95d67dcd9d44fcb936dee03f4fc71b9
NULL Pointer Dereference,node-sass,https://security.snyk.io/vuln/SNYK-JS-NODESASS-540992,CVE-2019-18799,False,* ,https://github.com/sass/libsass/commit/e1c16e09b4a953757a15149deaaf28a3fd81dc97
Denial of Service (DoS),node-sass,https://security.snyk.io/vuln/SNYK-JS-NODESASS-540978,CVE-2018-20822,False,* ,
Out-of-bounds Read,node-sass,https://security.snyk.io/vuln/SNYK-JS-NODESASS-540986,CVE-2017-10687,False,<4.4.0 ,
NULL Pointer Dereference,node-sass,https://security.snyk.io/vuln/SNYK-JS-NODESASS-540974,CVE-2018-11695,False,<4.9.0 ,https://github.com/sass/libsass/commit/0bc35e3d26922229d5a3e3308860cf0fcee5d1cf
Out-of-bounds Read,node-sass,https://security.snyk.io/vuln/SNYK-JS-NODESASS-540962,CVE-2017-11341,False,<4.4.0 ,
Out-of-Bounds,node-sass,https://security.snyk.io/vuln/SNYK-JS-NODESASS-540998,CVE-2019-6284,False,* ,https://github.com/sass/libsass/pull/2857/commits/0f3d3f8df99af422af055c41d778ca9c5c60a0bb
Uncontrolled Recursion,node-sass,https://security.snyk.io/vuln/SNYK-JS-NODESASS-540960,CVE-2017-12964,False,<4.4.0 ,
Out-of-bounds Read,node-sass,https://security.snyk.io/vuln/SNYK-JS-NODESASS-540990,CVE-2019-6286,False,<3.6.0 ,https://github.com/sass/libsass/commit/8e681e20795ee1cf203ff7002367c29735addf67
Uncontrolled Recursion,node-sass,https://security.snyk.io/vuln/SNYK-JS-NODESASS-540970,CVE-2017-11554,False,<4.4.0 ,https://github.com/sass/libsass/commit/7664114543757e932f5b1a2ff5295aa9b34f8623
Improper Input Validation,node-sass,https://security.snyk.io/vuln/SNYK-JS-NODESASS-540966,CVE-2017-11555,False,<4.4.0 ,
Out-of-bounds Read,node-sass,https://security.snyk.io/vuln/SNYK-JS-NODESASS-540958,CVE-2019-18798,False,* ,https://github.com/sass/libsass/commit/e1c16e09b4a953757a15149deaaf28a3fd81dc97
Uncontrolled Recursion,node-sass,https://security.snyk.io/vuln/SNYK-JS-NODESASS-540964,CVE-2019-18797,False,* ,
Out-of-bounds Read,node-sass,https://security.snyk.io/vuln/SNYK-JS-NODESASS-540962,CVE-2017-11341,False,<4.4.0 ,
Out-of-bounds Read,node-sass,https://security.snyk.io/vuln/SNYK-JS-NODESASS-540984,CVE-2017-11605,False,<4.3.0 ,
