name,id
jquery-form,CVE-2020-15366
ajv,*
tmi.js,*
windows-shortcuts,*
admin-lte,CVE-2020-14000
scratch-vm,CVE-2020-7696
react-native-fast-image,*
standard-version,CVE-2020-15092
@knight-lab/timelinejs,*
i18next,*
tiptap,*
npm-registry-fetch,CVE-2020-15095
npm,CVE-2020-15779
socket.io-file,CVE-2020-7693
sockjs,CVE-2020-4076
electron,CVE-2020-4075
electron,*
strider-git,CVE-2020-4077
electron,CVE-2020-15096
electron,*
formiojs,CVE-2020-7691
jspdf,CVE-2020-7690
jspdf,CVE-2020-1694
keycloak-connect,CVE-2020-13619
locutus,CVE-2020-15500
tileserver-gl,*
bcrypt,CVE-2020-7689
bcrypt,CVE-2020-23849
jsoneditor,CVE-2020-15084
express-jwt,*
swagger-ui,CVE-2020-15362
wifiscanner,CVE-2020-13279
gitlab-workflow,CVE-2020-8205
@uppy/companion,CVE-2020-7680
docsify,*
redoc,CVE-2020-7688
mversion,*
bunyan,*
influx,CVE-2020-14968
jsrsasign,CVE-2020-14967
jsrsasign,CVE-2020-4066
limdu,CVE-2020-14966
jsrsasign,CVE-2020-13961
strapi,*
node-rsync,*
scp,CVE-2020-7687
fast-http,CVE-2020-7682
marked-tree,CVE-2020-7681
marscode,CVE-2020-7683
rollup-plugin-server,CVE-2020-7686
rollup-plugin-dev-server,CVE-2020-7684
rollup-plugin-serve,CVE-2020-7684
rollup-plugin-serve-favicon,*
sapper,*
wappalyzer,CVE-2020-7679
casperjs,*
@sap-cloud-sdk/core,CVE-2020-12827
mjml,CVE-2020-13822
elliptic,CVE-2020-4051
dijit,CVE-2020-4059
mversion,*
tui-editor,CVE-2020-7677
thenify,CVE-2020-7678
node-import,CVE-2020-12725
redash,CVE-2020-4045
ssb-server,CVE-2020-4045
ssb-db,*
angular,*
layui-src,*
vue-instantsearch,*
highcharts,*
next,CVE-2020-8186
devcert,CVE-2020-4038
graphql-playground-html,CVE-2020-7676
angular,*
apollo-server-core,CVE-2020-7673
node-extend,CVE-2020-7674
access-policy,CVE-2020-7672
mosc,CVE-2020-7675
cd-messenger,*
@fluentui/styles,*
@uifabric/utilities,*
ghost,*
html-to-text,CVE-2020-4035
@nozbe/watermelondb,CVE-2020-7011
@elastic/app-search-node,CVE-2020-7011
@elastic/app-search-javascript,CVE-2020-7012
kibana,CVE-2020-7013
kibana,CVE-2020-7015
kibana,*
node-addon-api,*
nervjs,CVE-2020-7662
websocket-extensions,CVE-2020-7661
url-regex,CVE-2019-19729
bson-objectid,CVE-2020-7660
serialize-javascript,CVE-2020-11079
dns-sync,CVE-2020-7654
snyk-broker,CVE-2020-7653
snyk-broker,CVE-2020-7652
snyk-broker,CVE-2020-7651
snyk-broker,CVE-2020-7650
snyk-broker,CVE-2020-7649
snyk-broker,CVE-2020-7648
snyk-broker,*
appium,*
codemirror,CVE-2020-8178
jison,CVE-2020-11059
aegir,*
bootstrap-select,*
electron-updater,*
markdown-to-jsx,*
vega-embed,CVE-2020-6467
electron,CVE-2020-6468
electron,CVE-2020-7656
jquery,*
front-matter,*
generator-jhipster,*
openpgp,*
http-proxy,CVE-2020-6831
electron,CVE-2020-6463
electron,CVE-2020-6460
electron,CVE-2020-6459
electron,*
summernote,*
objutil,CVE-2020-13110
kerberos,CVE-2019-1010091
tinymce,CVE-2020-11071
slpjs,CVE-2020-11071
slp-validate,*
buefy,CVE-2020-8149
logkitty,CVE-2020-6464
electron,*
instantsearch.js,CVE-2020-6458
electron,CVE-2020-7646
curlrequest,*
markdown,CVE-2020-11022
jquery,CVE-2020-11021
@actions/http-client,CVE-2020-6461
electron,CVE-2020-6462
electron,CVE-2020-8203
lodash,CVE-2020-8203
@sailshq/lodash,CVE-2020-11020
faye,*
handlebars,*
git-promise,*
faye,*
macaddress,CVE-2020-8175
jpeg-js,CVE-2020-7642
lazysizes,CVE-2019-19935
froala-editor,CVE-2020-11887
svg2png,*
gry,CVE-2020-6457
electron,CVE-2020-6429
electron,*
electron,*
electron,*
electron,*
electron,*
electron,*
electron,CVE-2020-11003
@fraction/oasis,CVE-2020-6422
electron,CVE-2020-6428
electron,CVE-2020-6449
electron,CVE-2020-11023
jquery,CVE-2020-6454
electron,CVE-2020-6423
electron,CVE-2020-6426
electron,CVE-2020-6427
electron,*
vizion,*
m-backdoor,CVE-2020-7643
paypal-adaptive,CVE-2020-7641
grunt-util-property,CVE-2020-5263
auth0-js,*
ghost,CVE-2020-7640
pixl-class,CVE-2020-7640
fun-map,*
node-weakauras-parser,CVE-2018-6341
sveltereact-domvuepreact-render-to-string,CVE-2020-7637
class-transformer,CVE-2020-7633
apiconnect-cli-plugins,CVE-2020-7639
eivindfjeldstad-dot,CVE-2020-7639
@eivifj/dot,CVE-2020-7636
adb-driver,CVE-2020-7631
diskusage-ng,CVE-2020-7632
node-mpv,CVE-2020-7634
heroku-addonpool,CVE-2020-7638
confinit,CVE-2020-7635
compass-compile,CVE-2020-6452
electron,CVE-2020-6450
electron,*
papaparse,CVE-2020-7628
umount,CVE-2020-7621
strong-nginx-controller,CVE-2020-7624
effect,CVE-2020-7625
op-browser,CVE-2020-7623
jscover,CVE-2020-7630
git-add-remote,CVE-2020-7619
get-git-data,CVE-2020-7627
node-key-sender,CVE-2020-7629
install-package,CVE-2020-7626
karma-mojo,CVE-2020-7616
express-mock-middleware,CVE-2020-7614
npm-programmatic,CVE-2020-7618
sds,CVE-2020-7613
clamscan,CVE-2020-7617
ini-parser,CVE-2020-7615
fsa,*
jsrsasign,CVE-2020-5284
next,*
mocha,*
electron-updater,*
prismjs,*
@toast-ui/editor,*
tui-editor,CVE-2020-8910
google-closure-library,*
eth-ledger-bridge-keyring,*
@metamask/eth-ledger-bridge-keyring,*
sapper,CVE-2019-2391
bson,CVE-2020-8147
utils-extend,CVE-2020-10800
lix,*
htmr,CVE-2020-7609
node-rules,CVE-2020-7608
yargs-parser,CVE-2020-7607
gulp-styledocco,CVE-2020-7606
docker-compose-remote-api,CVE-2020-7605
gulp-tape,CVE-2020-7603
closure-compiler-stream,CVE-2020-7604
pulverizr,CVE-2020-7602
node-prompt-here,CVE-2020-7601
gulp-scss-lint,CVE-2020-7600
querymen,CVE-2020-5258
dojo,CVE-2020-5259
dojox,CVE-2020-7598
minimist,CVE-2019-10807
blamer,CVE-2020-8134
ghost,CVE-2019-20503
electron,CVE-2020-9281
ckeditor4-dev,CVE-2019-10808
utilitify,*
acorn,*
vp-toolkit,*
vp-toolkit,CVE-2019-10806
vega-util,*
jquery-confirm,*
notevil,CVE-2020-5251
parse-server,*
react-oauth-flow,CVE-2020-8137
uppy,CVE-2020-8137
fastify,CVE-2019-10805
valib,CVE-2019-10804
serial-number,CVE-2019-10803
push-dir,CVE-2019-10802
giting,CVE-2019-10801
enpeem,CVE-2020-12265
decompress-tar,CVE-2020-12265
decompress,CVE-2019-15608
yarn,*
irc-framework,*
discord-markdown,CVE-2020-8132
pdf-image,CVE-2019-10799
compile-sass,CVE-2019-10798
rdf-graph-array,CVE-2020-5243
uap-core,CVE-2019-10795
undefsafe,CVE-2019-10796
rpi,*
mongodb-query-parser,CVE-2020-9038
joplin,*
@commercial/subtext,*
@commercial/subtext,*
@hapi/subtext,*
@hapi/subtext,*
hapi,*
@hapi/ammo,*
subtext,*
subtext,*
@hapi/accept,*
@commercial/ammo,*
ammo,CVE-2019-10794
component-flatten,CVE-2019-10793
dot-object,CVE-2019-10792
bodymen,CVE-2020-7597
codecov,*
marky-markdown,*
marky-markdown,CVE-2020-8131
yarn,*
crypto-js,*
@hapi/hoek,CVE-2020-8823
sockjs,CVE-2020-8129
script-manager,CVE-2019-10785
dojox,CVE-2019-10791
promise-probe,CVE-2019-10790
taffy,CVE-2019-10789
curling,*
harp,CVE-2019-10788
im-metadata,CVE-2019-10787
im-resize,CVE-2019-10786
network-manager,*
listening-processes,*
increments,*
@azhou/basemodel,*
simple-crypto-js,CVE-2019-20174
auth0-lock,CVE-2020-8127
reveal.js,CVE-2020-5232
@ensdomains/ens,CVE-2019-15609
kill-port-process,CVE-2020-17480
tinymce,*
file-browser,*
md-fileserver,*
deliver-or-else,CVE-2019-10783
lsof,CVE-2020-8123
strapi,CVE-2020-8116
dot-prop,CVE-2020-8124
url-parse,CVE-2020-5219
angular-expressions,CVE-2020-7596
codecov,*
primeng,*
sequelize,CVE-2020-8125
klona,CVE-2020-6762
parsel,CVE-2020-6763
parsel,CVE-2019-10781
schema-inspector,CVE-2019-20149
kind-of,*
node-sass,CVE-2019-0219
cordova-plugin-inappbrowser,*
1337qq-js,CVE-2019-15607
node-red,*
hexo-admin,*
meta-git,*
npm-git-publish,CVE-2020-6836
hot-formula-parser,*
total.js,*
@hapi/boom,*
hellojs,*
soletta-dev-app,CVE-2019-10778
devcert-sanscache,CVE-2017-11342
node-sass,CVE-2017-11605
node-sass,CVE-2018-11695
node-sass,CVE-2018-11695
node-sass,CVE-2019-18799
node-sass,CVE-2017-12964
node-sass,CVE-2017-11342
node-sass,CVE-2017-11554
node-sass,CVE-2019-18797
node-sass,CVE-2018-11697
node-sass,CVE-2017-11605
node-sass,CVE-2017-10687
node-sass,CVE-2019-6286
node-sass,CVE-2018-19797
node-sass,CVE-2017-12962
node-sass,CVE-2018-19839
node-sass,CVE-2017-11555
node-sass,CVE-2018-19827
node-sass,CVE-2018-20821
node-sass,CVE-2017-12963
node-sass,CVE-2018-20822
node-sass,CVE-2018-11698
node-sass,CVE-2017-11341
node-sass,CVE-2019-10777
aws-lambda,CVE-2019-1354
nodegit,CVE-2019-1353
nodegit,CVE-2019-1352
nodegit,CVE-2019-1351
nodegit,CVE-2019-10776
git-diff-apply,*
express-laravel-passport,*
atlasboard-atlassian-package,CVE-2019-15903
dbus,CVE-2019-15603
seeftl,CVE-2019-10775
ecstatic,CVE-2019-15602
fileview,*
type-graphql,*
vue-moment,*
nextcloud-vue-collections,*
autolinker,CVE-2019-10773
yarn,CVE-2019-10773
@pnpm/package-bins,*
trix,CVE-2019-16776
npm,CVE-2019-16776
bin-links,CVE-2019-16775
bin-links,CVE-2019-16775
npm,CVE-2019-16777
bin-links,CVE-2019-16777
npm,CVE-2020-7645
chrome-launcher,CVE-2019-10769
safer-eval,CVE-2019-16769
serialize-javascript,CVE-2019-16769
serialize-to-js,CVE-2019-19466
sceditor,CVE-2019-15597
node-df,CVE-2019-15600
http_server,CVE-2019-15598
treekill,CVE-2019-15598
tree-kill,CVE-2019-19609
strapi,CVE-2019-19507
jpv,*
viewerjs,CVE-2019-16767
ezmaster,*
devalue,*
mysql2,*
trix,*
renovate,CVE-2019-19771
bitconijs-lib,CVE-2019-19771
bitconid-rpc,CVE-2019-19771
bitcoisnj-lib,CVE-2019-19771
bitcoin-sweep,CVE-2019-19771
commanedr,CVE-2019-19771
commandre,CVE-2019-19771
bitcoin-osp,CVE-2019-19771
bitcoimjs-lib,CVE-2019-19771
bitcoimd-rpc,CVE-2019-19771
bitcoijns-lib,CVE-2019-19771
bitcion-ops,CVE-2019-19771
colne,CVE-2019-19771
coinstrng,CVE-2019-19771
coinstrig,CVE-2019-19771
bitcionjslib,CVE-2019-19771
coinstirng,CVE-2019-19771
coinpayment,CVE-2019-19771
bitcionjs,CVE-2019-19771
bip30,CVE-2019-19771
ripmed160,CVE-2019-19771
wallet-address-vaildator,CVE-2019-19771
bictore-lib,CVE-2019-19771
bictoin-ops,CVE-2019-19771
bictoinjs-lib,CVE-2019-19771
bictoind-rpc,CVE-2019-19771
path-to-regxep,CVE-2019-19771
bconi,CVE-2019-19771
bcion,CVE-2019-19771
baes-x,CVE-2019-19771
cionstring,CVE-2019-19771
wallet-address-vaildator,CVE-2019-19771
babel-loqder,CVE-2019-19771
babel-loadre,CVE-2019-19771
singale,CVE-2019-19771
wallet-address-validtaor,CVE-2019-19771
scryptys,CVE-2019-19771
babel-laoder,CVE-2019-19771
web3-eht,CVE-2019-19771
scrytsy,CVE-2019-19771
ecuvre,CVE-2019-19771
ecruve,CVE-2019-19771
we3b,CVE-2019-19771
hw-trnasport-u2f,CVE-2019-19771
signqle,CVE-2019-19771
dhkey,CVE-2019-19771
bsae-x,CVE-2019-19771
hdkye,CVE-2019-19771
hdeky,CVE-2019-19771
degbu,CVE-2019-19771
bs85,CVE-2019-19771
bs85check,CVE-2019-19771
bs58chekc,CVE-2019-19771
bs58chek,CVE-2019-19771
bs58chcek,CVE-2019-19771
ripmed160,CVE-2019-19771
bpi66,CVE-2019-19771
bpi39,CVE-2019-19771
lodahs,CVE-2019-19771
bp66,CVE-2019-19771
cxt,CVE-2019-19771
riped160,CVE-2019-19771
ripedm160,CVE-2019-19771
crytpo-js,CVE-2019-19771
scrytsy,CVE-2019-19771
crpyto-js,CVE-2019-19771
fs-extar,CVE-2019-19771
conistring,CVE-2019-19771
singale,CVE-2019-19771
bitcroe-lib,CVE-2019-19771
bitconi-ops,*
centra,*
smartbanner.js,*
gun,*
@cubejs-backend/api-gateway,*
generator-jhipster,CVE-2019-14517
editor.md,*
realms-shim,CVE-2018-11696
node-sass,CVE-2018-19837
node-sass,CVE-2017-11556
node-sass,CVE-2018-20190
node-sass,CVE-2018-11693
node-sass,CVE-2018-11694
node-sass,CVE-2017-11608
node-sass,CVE-2019-6283
node-sass,CVE-2018-11499
node-sass,CVE-2019-16763
pannellum,*
cxct,CVE-2019-10767
iobroker.js-controller,*
handlebars,CVE-2019-10765
iobroker.admin,CVE-2019-10768
angular,CVE-2019-10771
iobroker.web,*
malicious-npm-package,CVE-2019-16762
slpjs,CVE-2019-16761
slp-validate,*
handlebars,*
superhappyfuntime,*
sj-labc,*
arsenic-tabasco-cyborg-peanut-butter,CVE-2019-18954
pomelo,*
elliptic,*
php-unserialize,*
electron,*
electron,CVE-2019-18818
strapi,CVE-2019-18841
chartkick,*
sj-tw-sec,*
sj-tw-test-security,*
sj-tw-abc,*
owl-orchard-apple-sunshine,*
airtable,*
marsdb,*
f-serv,*
handlebars,*
saml2-js,*
ids-enterprise,CVE-2019-18608
cezerin,CVE-2019-0205
thrift,*
vuetify,*
jw-sha3,*
ks-sha3,*
ns-sha3,*
beffer-xor,*
js-sla3,*
js-sja3,*
js-sia3,*
js-shq3,*
js-shi3,*
js-she3,*
js-shc3,*
js-shas,*
js-sha7,*
js-rha3,*
b5ffer-xor,*
js-qha3,*
js-wha3,*
jsmsha3,*
js-cha3,*
js-3ha3,*
jr-sha3,*
bwffer-xor,*
buvfer-xor,*
jq-sha3,*
bunfer-xor,*
bugfer-xor,*
jc-sha3,*
bufner-xor,*
bufner-xor,*
bufver-xor,*
buffur-xor,*
j3-sha3,*
bufger-xor,*
buffmr-xor,*
buffgr-xor,*
buffez-xor,*
buffev-xor,*
buffes-xor,*
buffer-zor,*
buffer-yor,*
buffer-xoz,*
buffer-xov,*
buffer-xos,*
buffer-xop,*
buffer-xob,*
buffer-xo2,*
buffer-xnr,*
buffer-xkr,*
buffer-xmr,*
buffer-por,*
buffer-xgr,*
buffer-hor,*
buffermxor,*
buffer-8or,*
buffep-xor,*
buffeb-xor,*
buffe2-xor,*
buffdr-xor,*
buffe2-xor,*
buffdr-xor,*
buffar-xor,*
bufber-xor,*
bufder-xor,*
hs-sha3,*
budfer-xor,*
bubfer-xor,*
btffer-xor,*
bs-sha3,*
bqffer-xor,*
cuffer-xor,*
fuffer-xor,*
ns-sha3,*
pm2,*
node-git-server,*
pm2,*
express-fileupload,*
vue-apollo,*
easy-autocomplete,CVE-2019-18350
ant-design-pro,*
hexo-admin,*
mongodb,CVE-2019-10761
vm2,CVE-2019-10758
mongo-express,CVE-2019-17495
swagger-ui,CVE-2019-17426
mongoose,*
simple-markdown,*
markdown-it,CVE-2019-15596
statics-server,CVE-2019-10757
knex,CVE-2019-10756
node-red-dashboard,*
angular,*
angular,*
angular,*
http-auth,*
ses,*
realms-shim,*
apostrophe,*
comander,*
bmap,*
pizza-pasta,*
8.9.4,*
ember_cli_babe,*
log-symboles,*
require-port,*
uglyfi.js,*
yeoman-genrator,*
https-proxy-agent,CVE-2018-20843
dbus,*
showdown,*
helmet-csp,*
http-live-simulator,CVE-2018-5158
pdfjs-dist,CVE-2017-18635
@novnc/novnc,CVE-2019-19919
handlebars,CVE-2019-16728
dompurify,*
discord.js-user,*
@botpress/channel-web,*
notevil,CVE-2019-17592
csv-parse,*
ibm_db,*
@commercial/subtext,*
@hapi/subtext,*
subtext,CVE-2019-15138
html-pdf,*
ids-enterprise,CVE-2019-5485
gitlabhook,*
http_server,CVE-2019-16303
generator-jhipster,CVE-2019-16303
generator-jhipster-kotlin,CVE-2019-15302
cryptpad,*
evil-package,CVE-2019-15955
total.js,CVE-2019-15952
total.js,CVE-2019-15953
total.js,CVE-2019-15954
total.js,*
larvitbase-www,CVE-2019-5483
seneca,*
mavon-editor,*
simple-markdown,*
mogoose,*
js-regular,*
mysql-koa,*
file-logging,*
axioss,*
axios-http,*
sparkies,*
js-base64-int,*
koa-body-parse,*
node-spdy,*
body-parse-xml,*
import-mysql,*
serializes,*
serilize,*
mogobd,*
mogodb,*
k0a_multer,*
node-ftp,*
mogodb-core,CVE-2019-15782
webtorrent,*
vant,*
graphql-shield,*
public,CVE-2018-11093
@ckeditor/ckeditor5-link,CVE-2019-15658
connect-pg-simple,*
quill,CVE-2019-15479
status-board,CVE-2019-15478
status-board,CVE-2019-15532
cyberchef,CVE-2019-5480
statichttpserver,*
stylelint,CVE-2019-15482
selectize-plugin-a11y,CVE-2019-15657
eslint-utils,CVE-2019-9155
openpgp,CVE-2019-9154
openpgp,CVE-2019-9153
openpgp,*
serialize-to-js,*
wizard-syncronizer,*
value-censorship,*
cocos-utils,*
bb-builder,*
mithril,*
googleapis,CVE-2019-5479
larvitbase-api,*
local-devices,CVE-2019-10752
sequelize,*
addax,*
wxchangba,*
pyramid-proportion,*
pensi-scheduler,*
device-mqtt,*
slush-fullstack-framework,*
zemen,*
jquery-airload,*
ngx-context-menu,*
grpc-ts-health-check,*
uploader-plugin,*
sailclothjs,*
cal_rd,CVE-2016-10744
select2,CVE-2019-14653
editor.md,CVE-2015-9286
nodebb,CVE-2016-1000282
haraka,*
webtorrent,CVE-2019-5457
min-http-server,CVE-2016-1202
electron,*
node-wifi,*
domokeeper,CVE-2019-1020012
parse-server,CVE-2019-1020013
parse-server,CVE-2017-1000006
plotly.js,CVE-2018-1000160
@risingstack/protect,CVE-2019-5458
http-file-server,*
console-feed,*
@vivaxy/here,*
json-serializer,*
tomato,*
browserift,*
maleficent,*
expressfs,*
otpauth,CVE-2018-8319
msrcrypto,*
fast-requests,*
cage-js,*
atompm,*
load-from-cwd-or-npm,*
rate-map,*
dmn-js-properties-panel,*
bpmn-js-properties-panel,*
cmmn-js-properties-panel,*
restify-swagger-jsdoc,*
googleapis,*
nodes.js,*
secure_identity_login_module,*
antd-cloud,*
luna-mock,*
node-buc,*
hsf-clients,*
hpmm,*
tiar,*
appx-compiler,*
alico,*
midway-xtpl,*
ali-contributor,*
alipayjsapi,*
diamond-clien,*
only-test-not-install,*
qingting,*
my-very-own-package,*
midway-dataproxy,*
leetlog,*
river-mock,*
cicada-render,*
next-util,*
malicious-do-not-install,*
retcodelog,*
ali-contributors,*
zero,*
jquery.json-viewer,CVE-2019-5448
yarn,CVE-2019-5447
http-file-server,*
quill,*
eco,CVE-2016-10364
kibana,CVE-2015-8131
kibana,*
oidc-provider,CVE-2016-1000220
kibana,*
marked,*
domokeeper,CVE-2018-1999024
mathjax,CVE-2016-10366
kibana,CVE-2016-10365
kibana,CVE-2019-10744
lodash,CVE-2019-10744
@sailshq/lodash,*
marked,CVE-2019-13127
mxgraph,*
takeapeek,*
apostrophe,*
require-node,CVE-2019-10750
deeply,CVE-2018-14380
graylog-web-interface,*
rpc-websocket,*
freshdom,*
blingjs,*
jasmin,*
rc-calendar-jhorst,*
dossier,*
simple-alipay,*
react-dates-sc,*
modlibrary,*
react-server-native,*
another-date-range-picker,*
another-date-picker,*
angular-material-sidenav-rnd,*
impala,*
@impala/bmap,*
cordova-plugin-china-picker,*
awesome_react_utility,*
angular-bmap,*
nginxbeautifier,*
oauth-validator,*
dynamo-schema,*
css_transform_support,*
css_transform_step,*
codify,*
coffee-project,*
s3asy,*
xoc,*
dictum.js,*
axois,*
regenrator,*
regenraotr,*
soket.js,*
soket.io,CVE-2019-5444
serve-here.js,*
keystone,*
keystone,CVE-2019-10749
sequelize,CVE-2019-10748
sequelize,*
@berslucas/liljs,CVE-2019-10747
set-value,CVE-2019-10746
mixin-deep,CVE-2019-10745
assign-deep,*
smartsearchwp,*
untitled-model,*
diagram-js-direct-editing,*
diagram-js,*
swagger-ui,*
swagger-ui,CVE-2016-1000226
swagger-ui,*
resquel,*
swagger-ui,CVE-2019-10157
keycloak-connect,*
swagger-ui,CVE-2017-5858
converse.js,CVE-2017-16570
keystone,*
ids-enterprise,*
ids-enterprise,*
colro-name,*
radicjs,*
ember-power-timepicker,*
geoheat,*
github-jquery-widgets,*
grunt-radic,*
grunt-radical,*
vue-backbone,*
scroool,*
jekyll-for-github-projects,*
leaflet-gpx,*
libubx,*
react-datepicker-plus,*
radic-util,*
precode.js,*
angular-location-update,*
motiv.scss,*
pm-controls,*
mx-nested-menu,*
ng-ui-library,*
ngx-pica,CVE-2016-6799
cordova-android,CVE-2010-2273
dojo,CVE-2015-5654
dojo,*
electron-native-notify,*
wiki-plugin-datalog,*
sails-mysql,*
@apollo/gateway,*
ag-grid-community,*
angluar-cli,*
epress,*
font-scrubber,*
commqnder,*
commmander,*
blubird,*
ids-enterprise,*
tensorplow,*
kraken-api,*
hulp,*
rimrafall,*
bowe,*
whiteproject,*
uglyfi-js,*
require-ports,*
colour-string,*
yeoman-genrator,*
jqeury,*
jquerz,*
froever,*
logsymbles,*
foever,*
ipfs-bitswap,*
bowee,*
loopback,*
express-validator,*
verdaccio,CVE-2019-14772
verdaccio,*
lutils-merge,*
destroyer-of-worlds,*
donotinstallthis,*
algo-httpserv,*
smart-extend,*
serve,*
useragent,CVE-2019-13173
fstream,*
bootbox,*
semantic-ui-search,*
semantic-ui,*
fomantic-ui,*
carloprojectdiscord,*
discord_debug_log,*
carloprojectlesang,*
pi_video_recording,*
mermaid,*
erquest,*
asinc,*
asnc,*
asnyc,*
asycn,*
asymc,*
asynnc,*
asyync,*
4equest,*
momen,*
wepack-cli,*
aasync,*
commnader,*
eact,*
exprss,*
reequest,*
saync,*
jajajejejiji,*
reqest,*
reqquest,*
experss,*
requeest,*
reques,*
requesst,*
requestt,*
requet,*
requets,*
chak,*
requset,*
requst,*
requuest,*
aysnc,*
reuest,*
equest,*
rqeuest,*
rrequest,*
calk,*
angular-froala,CVE-2018-19048
simditor,CVE-2019-12043
remarkable,CVE-2019-12041
remarkable,*
x-editable,*
markdown-to-jsx,*
graphql-code-generator,*
@graphql-codegen/cli,*
jquery-mobile,*
pupa,CVE-2018-20835
tar-fs,*
ecstatic,*
wangeditor,*
web3,CVE-2019-5432
mqtt-packet,*
jwt-simple,*
google-closure-library,CVE-2019-10742
axios,*
awesomplete,*
preact,*
md-data-table,*
express-brute,*
@ionic/core,CVE-2019-5438
harp,*
redbird,*
express-basic-auth,CVE-2019-12313
shave,*
ngx-bootstrap,*
sequelize-cli,*
webpack-bundle-analyzer,*
mui-datatables,*
handlebars,CVE-2019-13506
@nuxt/devalue,CVE-2019-13506
devalue,CVE-2019-13506
@nuxtjs/devalue,CVE-2019-11069
sequelize,CVE-2019-5437
harp,CVE-2019-11002
materialize-css,CVE-2019-11003
materialize-css,CVE-2017-1001004
typed-function,*
js-yaml,CVE-2021-32573
express-cart,*
serve-handler,*
upmerge,*
buttle,*
glance,*
marked,*
statics-server,CVE-2020-8215
canvas,CVE-2018-20834
tar,CVE-2020-8214
servey,*
typeorm,CVE-2020-8141
dot,*
sequelize,*
js-yaml,CVE-2019-1010266
lodash,*
tesseract.js,CVE-2019-5786
electron,CVE-2019-5786
puppeteer,*
open,CVE-2019-11358
jquery,CVE-2019-10061
opencv,*
js-yaml,CVE-2019-5414
kill-port,CVE-2019-5416
localhost-now,CVE-2019-9844
simple-markdown,CVE-2019-9737
editor.md,*
react-native-code-push,CVE-2019-10759
safer-eval,CVE-2019-10760
safer-eval,*
react-json-pretty,*
embark,*
eslint-plugin-no-unsanitized,*
safe-compare,*
bootstrap-select,*
summernote,*
embark,*
cryptr,*
reveal.js,CVE-2019-8903
total.js,CVE-2018-11798
thrift,CVE-2019-8331
bootstrap,*
office-converter,*
static-eval,*
handlebars,*
node-os-utils,*
url-relative,*
ircdkit,*
pem,CVE-2018-14730
browserify-hmr,*
boogeyman,*
ipns,*
mobius1-selectr,*
node-red-dashboard,*
stream-combine,CVE-2018-16487
lodash.mergewith,CVE-2018-16487
lodash.merge,CVE-2018-16481
html-pages,CVE-2018-16487
lodash.defaultsdeep,CVE-2018-16493
static-resource-server,CVE-2018-16487
lodash._basemerge,CVE-2018-16487
lodash,CVE-2018-16491
node.extend,CVE-2018-16487
@sailshq/lodash,*
@hapi/wreck,*
@hapi/subtext,*
@hapi/statehood,*
marked,*
remove-markdown,*
angucomplete-alt,CVE-2019-5484
bower,*
decompress-zip,*
loopback-connector-mongodb,*
loopback,*
terriajs-server,*
jquery.terminal,*
bootstrap-vue,CVE-2018-16479
http-live-simulator,*
portionfatty12,*
rrgod,CVE-2019-0542
xterm,*
autolinker,*
text-qrcode,*
rails-session-decoder,*
jingo,*
generate-password,CVE-2018-16202
cordova-plugin-ionic-webview,*
markdown-it-toc-and-anchor,CVE-2018-20677
bootstrap,CVE-2018-20676
bootstrap,CVE-2018-20676
bootstrap-sass,CVE-2018-20677
bootstrap-sass,*
commander-js,*
esm,*
qunit,*
ids-enterprise,CVE-2018-6333
nuclide,CVE-2018-6342
react-dev-utils,*
buefy,CVE-2018-20164
uap-core,CVE-2020-7620
pomelo-monitor,CVE-2017-18352
rendertron-middleware,CVE-2017-18353
rendertron-middleware,CVE-2017-18354
rendertron-middleware,CVE-2017-18355
rendertron-middleware,CVE-2018-16490
mpath,*
mergify,CVE-2018-16489
just-extend,CVE-2018-16478
simplehttpserver,*
event-stream,*
flatmap-stream,CVE-2018-6873
auth0-js,CVE-2018-17246
kibana,CVE-2018-9207
jquery-file-upload,CVE-2018-19289
valine,*
inline-source,CVE-2018-17960
ckeditor,*
serve-handler,*
samlify,CVE-2019-5413
morgan,CVE-2018-19057
simplemde,CVE-2018-16475
knightjs,CVE-2018-19056
editor.md,CVE-2018-16474
tianma-static,CVE-2018-16472
cached-path-relative,CVE-2018-16473
takeapeek,CVE-2018-18950
kindeditor,CVE-2018-16469
merge,CVE-2018-16461
libnmap,CVE-2018-16462
apex-publish-static-files,*
graphql-upload,*
apollo-upload-server,*
apollo-upload-server,*
graphql-upload,*
jstree,CVE-2018-18282
next,CVE-2019-5423
http-live-simulator,CVE-2018-9206
blueimp-file-upload,*
rrule,*
rrule,*
passport-saml,CVE-2018-16486
defaults-deep,CVE-2018-14731
parcel-bundler,CVE-2018-14732
webpack-dev-server,*
express-cart,*
react-tooltip,CVE-2018-16460
ps,*
ascii-art,CVE-2018-1000665
dojo,*
samsung-remote,CVE-2018-16330
editor.md,CVE-2018-3787
simplehttpserver,CVE-2018-11615
mosca,*
mem,CVE-2018-15685
electron,*
mergely,CVE-2018-3786
egg-scripts,CVE-2019-5417
serve,CVE-2018-16483
express-cart,*
node-red,CVE-2018-16484
m-server,CVE-2019-5422
buttle,*
entitlements,*
ponse,CVE-2013-2022
jplayer,CVE-2013-2023
jplayer,CVE-2013-1942
jplayer,CVE-2018-3783
flintcms,CVE-2018-5673
dojo,CVE-2018-15494
dojox,CVE-2018-11537
angular-jwt,CVE-2018-3778
aedes,CVE-2018-16459
exceljs,*
slugify,CVE-2017-18869
chownr,*
